topic,entity_pair_id,conjunctA,conjunctB,ordering,cell,labelA,labelB,and_row_index,or_row_index,and_statement,or_statement,atomic_union_score_and,atomic_union_score_or,atomic_union_delta_OR_AND,compound_trained_score_and,compound_trained_score_or,compound_trained_delta_OR_AND,and_partition,or_partition
inventors,"inventors::[""Charles Goodyear"",""Igor Sikorsky""]",Charles Goodyear lived in the U.S.,Igor Sikorsky lived in Ukraine/the U.S.,AB,TT,1,1,71,2530,Charles Goodyear lived in the U.S and Igor Sikorsky lived in Ukraine/the U.S.,Charles Goodyear lived in the U.S or Igor Sikorsky lived in Ukraine/the U.S.,7.570739769546114,2.5188901069851646,-5.051849662560949,2.820858464426086,13.058768070502794,10.237909606076707,test,test
animal_class,"animal_class::[""gorilla"",""hamster""]",The gorilla is a reptile.,The hamster is a bird.,BA,FF,0,0,6335,72,The hamster is a bird and the gorilla is a reptile.,The hamster is a bird or the gorilla is a reptile.,-3.691499722341737,3.5116371655897582,7.203136887931495,-27.623091074177918,-9.44252194742071,18.180569126757206,test,test
cities,"cities::[""Changshu"",""Suining""]",The city of Suining is in Chad.,The city of Changshu is in China.,BA,FT,0,1,73,4878,The city of Changshu is in China and the city of Suining is in Chad.,The city of Changshu is in China or the city of Suining is in Chad.,2.951910783717903,1.6192443049106604,-1.3326664788072424,-16.33161637700277,10.741822736120866,27.073439113123637,train,train
element_symb,"element_symb::[""Astatine"",""Platinum""]",Platinum has the symbol S.,Astatine has the symbol At.,AB,FT,0,1,814,74,Platinum has the symbol S and Astatine has the symbol At.,Platinum has the symbol S or Astatine has the symbol At.,-3.1575544819950796,4.827570209022751,7.98512469101783,-10.535869636986085,7.556586248053176,18.09245588503926,train,train
inventors,"inventors::[""Charles Goodyear"",""Richard Leach Maddox""]",Charles Goodyear lived in Poland/France.,Richard Leach Maddox lived in Sweden/the U.S.,AB,FF,0,0,527,75,Charles Goodyear lived in Poland/France and Richard Leach Maddox lived in Sweden/the U.S.,Charles Goodyear lived in Poland/France or Richard Leach Maddox lived in Sweden/the U.S.,6.246931192948319,5.345782916978839,-0.9011482759694792,-24.122397232901662,-4.29022204037813,19.832175192523533,train,train
inventors,"inventors::[""Hans Goldschmidt"",""Samuel Morse""]",Samuel Morse lived in the U.S.,Hans Goldschmidt lived in Germany.,BA,TT,1,1,76,2330,Hans Goldschmidt lived in Germany and Samuel Morse lived in the U.S.,Hans Goldschmidt lived in Germany or Samuel Morse lived in the U.S.,12.51337923850318,7.871512412637557,-4.641866825865623,2.699883232505115,16.07861335667988,13.378730124174766,train,train
sp_en_trans,"sp_en_trans::[""lento"",""perro""]",The Spanish word 'perro' means 'class'.,The Spanish word 'lento' means 'cook'.,AB,FF,0,0,4574,77,The Spanish word 'perro' means 'class' and the Spanish word 'lento' means 'cook'.,The Spanish word 'perro' means 'class' or the Spanish word 'lento' means 'cook'.,-2.141036874976985,-5.31069727892997,-3.169660403952985,-30.06773881217943,-7.036798554498567,23.030940257680864,train,train
element_symb,"element_symb::[""Neon"",""Xenon""]",Xenon has the symbol Hf.,Neon has the symbol B.,BA,FF,0,0,5781,78,Neon has the symbol B and Xenon has the symbol Hf.,Neon has the symbol B or Xenon has the symbol Hf.,-10.15305177505015,-8.062764999022997,2.0902867760271526,-22.088612601509357,-13.2018048058673,8.886807795642058,train,train
sp_en_trans,"sp_en_trans::[""invierno"",""miedo""]",The Spanish word 'miedo' means 'fear'.,The Spanish word 'invierno' means 'winter'.,AB,TT,1,1,5362,79,The Spanish word 'miedo' means 'fear' and the Spanish word 'invierno' means 'winter'.,The Spanish word 'miedo' means 'fear' or the Spanish word 'invierno' means 'winter'.,7.9863615096196545,4.692697495704714,-3.293664013914941,10.578128342810903,23.026624957624588,12.448496614813685,train,train
element_symb,"element_symb::[""Iron"",""Tantalum""]",Iron has the symbol Os.,Tantalum has the symbol La.,AB,FF,0,0,80,6275,Iron has the symbol Os and Tantalum has the symbol La.,Iron has the symbol Os or Tantalum has the symbol La.,-4.481495931104961,-5.626847268808104,-1.1453513377031437,-19.876045052418984,-8.23186774646236,11.644177305956624,train,train
element_symb,"element_symb::[""Holmium"",""Praseodymium""]",Holmium has the symbol Pd.,Praseodymium has the symbol Pr.,AB,FT,0,1,6191,81,Holmium has the symbol Pd and Praseodymium has the symbol Pr.,Holmium has the symbol Pd or Praseodymium has the symbol Pr.,-7.352630330047118,-2.2605899708167705,5.092040359230348,-14.93387773995965,9.347690471601437,24.281568211561087,train,train
element_symb,"element_symb::[""Chlorine"",""Platinum""]",Chlorine has the symbol Pt.,Platinum has the symbol S.,BA,FF,0,0,82,1634,Platinum has the symbol S and Chlorine has the symbol Pt.,Platinum has the symbol S or Chlorine has the symbol Pt.,-7.283241624899633,-6.478742269428496,0.8044993554711368,-17.412538035543946,-4.08282818632942,13.329709849214527,train,train
animal_class,"animal_class::[""chimpanzee"",""hyena""]",The hyena is a cnidarian.,The chimpanzee is a insect.,BA,FF,0,0,6939,83,The chimpanzee is a insect and the hyena is a cnidarian.,The chimpanzee is a insect or the hyena is a cnidarian.,-2.2626646391957888,0.5609234991618992,2.823588138357688,-27.190239872937813,-13.934217079094173,13.25602279384364,train,train
animal_class,"animal_class::[""lion"",""walrus""]",The walrus is a cnidarian.,The lion is a cnidarian.,BA,FF,0,0,2552,84,The lion is a cnidarian and the walrus is a cnidarian.,The lion is a cnidarian or the walrus is a cnidarian.,0.7948972930787104,2.9424345572846775,2.147537264205967,-13.578174164610127,-5.472045681088783,8.106128483521344,train,train
inventors,"inventors::[""John Atanasoff"",""Nils Bohlin""]",John Atanasoff lived in Croatia.,Nils Bohlin lived in the U.S.,AB,FF,0,0,85,1022,John Atanasoff lived in Croatia and Nils Bohlin lived in the U.S.,John Atanasoff lived in Croatia or Nils Bohlin lived in the U.S.,9.935979926889615,4.530612513931434,-5.4053674129581815,-11.778438640786236,-1.531154513059052,10.247284127727184,train,train
cities,"cities::[""Tolyatti"",""Weinan""]",The city of Weinan is in Colombia.,The city of Tolyatti is in Russia.,AB,FT,0,1,5208,86,The city of Weinan is in Colombia and the city of Tolyatti is in Russia.,The city of Weinan is in Colombia or the city of Tolyatti is in Russia.,7.98363125464885,-1.140343230848382,-9.123974485497232,-12.37710867692558,22.028936421693512,34.40604509861909,train,train
sp_en_trans,"sp_en_trans::[""desarrollar"",""escuela""]",The Spanish word 'desarrollar' means 'sand'.,The Spanish word 'escuela' means 'red'.,BA,FF,0,0,87,4858,The Spanish word 'escuela' means 'red' and the Spanish word 'desarrollar' means 'sand'.,The Spanish word 'escuela' means 'red' or the Spanish word 'desarrollar' means 'sand'.,1.2810933488228518,-5.122903459168432,-6.403996807991284,-35.26235240959733,-8.287093189591616,26.97525922000571,train,train
cities,"cities::[""Khulna"",""Osaka""]",The city of Osaka is in Tajikistan.,The city of Khulna is in Nigeria.,AB,FF,0,0,88,4685,The city of Osaka is in Tajikistan and the city of Khulna is in Nigeria.,The city of Osaka is in Tajikistan or the city of Khulna is in Nigeria.,-1.7401460806473654,3.212713256544923,4.952859337192288,-30.539167129000795,-14.194278866109187,16.344888262891608,train,train
animal_class,"animal_class::[""elephant"",""panda""]",The panda is a mammal.,The elephant is a mammal.,AB,TT,1,1,89,2303,The panda is a mammal and the elephant is a mammal.,The panda is a mammal or the elephant is a mammal.,11.16594033412952,2.3223387574212477,-8.843601576708272,10.204380824563842,14.426137768715982,4.2217569441521405,train,train
inventors,"inventors::[""Fridtjof Nansen"",""Ruth Benerito""]",Ruth Benerito lived in Italy.,Fridtjof Nansen lived in Norway.,AB,FT,0,1,90,1159,Ruth Benerito lived in Italy and Fridtjof Nansen lived in Norway.,Ruth Benerito lived in Italy or Fridtjof Nansen lived in Norway.,6.027838490416605,0.888220951625919,-5.139617538790686,-10.192838470844645,3.6299279858487976,13.822766456693444,train,train
inventors,"inventors::[""Candace Pert"",""John Atanasoff""]",Candace Pert lived in Germany.,John Atanasoff lived in the U.S.,BA,FT,0,1,3653,91,John Atanasoff lived in the U.S and Candace Pert lived in Germany.,John Atanasoff lived in the U.S or Candace Pert lived in Germany.,0.266688819499036,-0.9959348854962204,-1.2626237049952564,-10.974578602769354,6.75259683449121,17.727175437260563,train,train
sp_en_trans,"sp_en_trans::[""familia"",""guardar""]",The Spanish word 'familia' means 'family'.,The Spanish word 'guardar' means 'to save'.,BA,TT,1,1,92,6426,The Spanish word 'guardar' means 'to save' and the Spanish word 'familia' means 'family'.,The Spanish word 'guardar' means 'to save' or the Spanish word 'familia' means 'family'.,8.42022275944276,3.835296089377657,-4.584926670065103,6.307076369728004,21.74754725535792,15.440470885629914,train,train
animal_class,"animal_class::[""dog"",""iguana""]",The dog is a reptile.,The iguana is a reptile.,BA,FT,0,1,93,4233,The iguana is a reptile and the dog is a reptile.,The iguana is a reptile or the dog is a reptile.,-2.019227894863876,3.2078088837169165,5.227036778580793,-11.017581252586902,8.305506539977165,19.323087792564067,train,train
inventors,"inventors::[""Hans Oersted"",""Ralph H. Baer""]",Ralph H. Baer lived in Finland.,Hans Oersted lived in Denmark.,AB,FT,0,1,94,7302,Ralph H. Baer lived in Finland and Hans Oersted lived in Denmark.,Ralph H. Baer lived in Finland or Hans Oersted lived in Denmark.,9.529071089753778,5.448955549139688,-4.08011554061409,-5.0258068230830375,8.587568031405208,13.613374854488246,train,train
element_symb,"element_symb::[""Gold"",""Ruthenium""]",Ruthenium has the symbol Ru.,Gold has the symbol Sm.,AB,TF,1,0,95,644,Ruthenium has the symbol Ru and Gold has the symbol Sm.,Ruthenium has the symbol Ru or Gold has the symbol Sm.,-3.278163292592408,-3.904326079219686,-0.6261627866272783,-10.162930928451624,11.91574230991829,22.078673238369916,test,test
cities,"cities::[""Gaziantep"",""Wanning""]",The city of Wanning is in China.,The city of Gaziantep is in Ghana.,BA,TF,1,0,96,5389,The city of Gaziantep is in Ghana and the city of Wanning is in China.,The city of Gaziantep is in Ghana or the city of Wanning is in China.,1.2273479787273889,-3.2711679054718203,-4.498515884199209,-24.057643738915,2.5519583121056493,26.60960205102065,train,train
sp_en_trans,"sp_en_trans::[""enviar"",""hombro""]",The Spanish word 'hombro' means 'shoulder'.,The Spanish word 'enviar' means 'to send'.,AB,TT,1,1,97,7638,The Spanish word 'hombro' means 'shoulder' and the Spanish word 'enviar' means 'to send'.,The Spanish word 'hombro' means 'shoulder' or the Spanish word 'enviar' means 'to send'.,8.152696954690468,3.0416533897206275,-5.11104356496984,12.43958276832381,26.05222133418634,13.612638565862529,train,train
cities,"cities::[""Klang"",""Paranaque City""]",The city of Paranaque City is in the Philippines.,The city of Klang is in South Africa.,BA,TF,1,0,6740,98,The city of Klang is in South Africa and the city of Paranaque City is in the Philippines.,The city of Klang is in South Africa or the city of Paranaque City is in the Philippines.,-0.4655987410922755,2.953209049741959,3.4188077908342347,-14.538020216330791,10.620637633629814,25.158657849960605,train,train
animal_class,"animal_class::[""chicken"",""sparrow""]",The chicken is a mammal.,The sparrow is a bird.,BA,FT,0,1,99,5567,The sparrow is a bird and the chicken is a mammal.,The sparrow is a bird or the chicken is a mammal.,1.379269378449445,0.745168352499693,-0.6341010259497519,-8.513108459962902,8.15080483527325,16.663913295236153,train,train
element_symb,"element_symb::[""Lanthanum"",""Technetium""]",Lanthanum has the symbol Pr.,Technetium has the symbol Tc.,BA,FT,0,1,2438,100,Technetium has the symbol Tc and Lanthanum has the symbol Pr.,Technetium has the symbol Tc or Lanthanum has the symbol Pr.,-1.9317138934088227,1.3582968736629617,3.2900107670717844,-5.524476346545355,11.60699099526976,17.131467341815114,test,test
inventors,"inventors::[""George Cayley"",""Joseph Swan""]",George Cayley lived in Denmark.,Joseph Swan lived in the U.K.,BA,FT,0,1,5712,101,Joseph Swan lived in the U.K and George Cayley lived in Denmark.,Joseph Swan lived in the U.K or George Cayley lived in Denmark.,9.118054892481393,2.126484045791784,-6.9915708466896085,-9.218651471072189,6.54463646104205,15.763287932114238,train,train
animal_class,"animal_class::[""aardvark"",""dog""]",The aardvark is a mammal.,The dog is a mammal.,BA,TT,1,1,102,1817,The dog is a mammal and the aardvark is a mammal.,The dog is a mammal or the aardvark is a mammal.,13.417908875996575,3.0952042314235877,-10.322704644572989,7.3649596636318,8.617823169910222,1.2528635062784224,train,train
cities,"cities::[""Bursa"",""Wuzhou""]",The city of Wuzhou is in South Korea.,The city of Bursa is in Senegal.,BA,FF,0,0,103,5697,The city of Bursa is in Senegal and the city of Wuzhou is in South Korea.,The city of Bursa is in Senegal or the city of Wuzhou is in South Korea.,-0.3658626868723562,-0.0370679320830156,0.3287947547893405,-25.901783351870918,-9.929291910975916,15.972491440895002,train,train
cities,"cities::[""Gaziantep"",""Quito""]",The city of Gaziantep is in Turkey.,The city of Quito is in Ecuador.,AB,TT,1,1,1889,104,The city of Gaziantep is in Turkey and the city of Quito is in Ecuador.,The city of Gaziantep is in Turkey or the city of Quito is in Ecuador.,12.75229510557984,5.759235865765845,-6.993059239813995,8.450549421751694,31.054912097693762,22.60436267594207,train,train
cities,"cities::[""Da Nang"",""Wanzhou""]",The city of Da Nang is in Syria.,The city of Wanzhou is in China.,AB,FT,0,1,4752,105,The city of Da Nang is in Syria and the city of Wanzhou is in China.,The city of Da Nang is in Syria or the city of Wanzhou is in China.,-1.1720052316103793,1.5082112894750708,2.68021652108545,-21.519869638269903,17.27150473587187,38.79137437414177,train,train
element_symb,"element_symb::[""Manganese"",""Neon""]",Manganese has the symbol S.,Neon has the symbol Ne.,AB,FT,0,1,106,2136,Manganese has the symbol S and Neon has the symbol Ne.,Manganese has the symbol S or Neon has the symbol Ne.,2.4501384921761966,-0.2366020911996127,-2.6867405833758093,-3.576924486843114,18.1290808859664,21.706005372809514,test,test
element_symb,"element_symb::[""Cesium"",""Thulium""]",Thulium has the symbol Mg.,Cesium has the symbol Cs.,AB,FT,0,1,107,6578,Thulium has the symbol Mg and Cesium has the symbol Cs.,Thulium has the symbol Mg or Cesium has the symbol Cs.,-4.521495966449395,-9.536347618760376,-5.0148516523109805,-16.457699985657047,-2.721340179930232,13.736359805726815,test,test
sp_en_trans,"sp_en_trans::[""brazo"",""jirafa""]",The Spanish word 'jirafa' means 'to send'.,The Spanish word 'brazo' means 'arm'.,BA,FT,0,1,948,108,The Spanish word 'brazo' means 'arm' and the Spanish word 'jirafa' means 'to send'.,The Spanish word 'brazo' means 'arm' or the Spanish word 'jirafa' means 'to send'.,0.5626328055695495,-6.234429612943034,-6.797062418512583,-9.005024318828108,7.642636197178474,16.64766051600658,train,train
cities,"cities::[""Khulna"",""Peshawar""]",The city of Peshawar is in Pakistan.,The city of Khulna is in Nigeria.,AB,TF,1,0,109,4191,The city of Peshawar is in Pakistan and the city of Khulna is in Nigeria.,The city of Peshawar is in Pakistan or the city of Khulna is in Nigeria.,0.4992308621977877,0.182208657489701,-0.3170222047080867,-15.323821803982712,14.563830768295201,29.887652572277915,train,train
element_symb,"element_symb::[""Astatine"",""Palladium""]",Astatine has the symbol At.,Palladium has the symbol Ir.,AB,TF,1,0,3365,110,Astatine has the symbol At and Palladium has the symbol Ir.,Astatine has the symbol At or Palladium has the symbol Ir.,-2.199804007197196,0.7776139205693609,2.977417927766557,-4.09077860692187,3.0221934510558275,7.112972057977698,test,test
inventors,"inventors::[""John von Neumann"",""Percy Spencer""]",John von Neumann lived in Hungary/the U.S.,Percy Spencer lived in the U.S.,BA,TT,1,1,7613,111,Percy Spencer lived in the U.S and John von Neumann lived in Hungary/the U.S.,Percy Spencer lived in the U.S or John von Neumann lived in Hungary/the U.S.,6.3942425670310685,4.970763118833618,-1.4234794481974502,3.478561826613405,13.329826076385737,9.851264249772333,train,train
