topic,entity_pair_id,conjunctA,conjunctB,labelA,labelB,cell,connective,ordering,global_truth,score_A,score_B,score_compound
animal_class,"animal_class::[""camel"",""elephant""]",The camel is a crustacean.,The elephant is a crustacean.,0,0,FF,or,BA,0,-14.717208180669639,-14.09041845173728,0.028615325523638546
cities,"cities::[""Kuala Lumpur"",""Pretoria""]",The city of Kuala Lumpur is in Malaysia.,The city of Pretoria is in South Africa.,1,1,TT,or,AB,1,12.191589589924433,13.031120745185873,5.877623338558228
animal_class,"animal_class::[""lion"",""tuna""]",The lion is a mammal.,The tuna is a fish.,1,1,TT,or,BA,1,12.217659588339762,9.646047933587502,1.8556019559858594
inventors,"inventors::[""John Walker"",""Thomas Tompion""]",John Walker lived in the U.K.,Thomas Tompion lived in the U.K.,1,1,TT,or,BA,1,8.52845362544387,7.196507698502595,13.525546629790806
cities,"cities::[""Ciudad Nezahualcoyotl"",""Kisangani""]",The city of Ciudad Nezahualcoyotl is in Mexico.,The city of Kisangani is in the Democratic Republic of the Congo.,1,1,TT,or,AB,1,9.840392659718647,10.126568778449865,6.261300815035505
element_symb,"element_symb::[""Cerium"",""Lanthanum""]",Lanthanum has the symbol Pr.,Cerium has the symbol Ce.,0,1,FT,and,BA,0,-6.209702654135192,9.750654864920756,0.9517460741682688
cities,"cities::[""Qujing"",""Ufa""]",The city of Ufa is in Italy.,The city of Qujing is in Yemen.,0,0,FF,and,AB,0,-11.421551174829025,-11.706791302512288,0.5430984547945581
cities,"cities::[""Hwaseong-si"",""Rostov-na-Donu""]",The city of Hwaseong-si is in South Korea.,The city of Rostov-na-Donu is in Russia.,1,1,TT,or,BA,1,9.191925748752002,13.16026132025032,2.6578551689313423
element_symb,"element_symb::[""Boron"",""Selenium""]",Selenium has the symbol Po.,Boron has the symbol B.,0,1,FT,or,BA,1,-9.427586048386145,7.169522440798875,-4.419198491131306
sp_en_trans,"sp_en_trans::[""bueno"",""historia""]",The Spanish word 'historia' means 'stone'.,The Spanish word 'bueno' means 'modern'.,0,0,FF,and,AB,0,-13.614873643093444,-15.847544804354188,-3.045411188412988
sp_en_trans,"sp_en_trans::[""caliente"",""fuego""]",The Spanish word 'caliente' means 'corner'.,The Spanish word 'fuego' means 'woman'.,0,0,FF,or,BA,0,-13.883994853487911,-13.320096059457297,-4.822884574841892
cities,"cities::[""Harbin"",""Sapporo""]",The city of Sapporo is in Tanzania.,The city of Harbin is in Madagascar.,0,0,FF,and,AB,0,-14.651972889792189,-12.829761207930405,-1.0502605583596551
animal_class,"animal_class::[""panda"",""salmon""]",The panda is a mammal.,The salmon is a fish.,1,1,TT,or,AB,1,11.40734644761501,9.036079573019727,3.745418366000183
element_symb,"element_symb::[""Lead"",""Strontium""]",Lead has the symbol Er.,Strontium has the symbol I.,0,0,FF,or,AB,0,-13.17980722882122,-13.490381603775427,-7.523661124206539
sp_en_trans,"sp_en_trans::[""caliente"",""fuego""]",The Spanish word 'caliente' means 'hot'.,The Spanish word 'fuego' means 'fire'.,1,1,TT,or,BA,1,10.209981489055417,9.685596692999429,3.475422972184173
cities,"cities::[""Aguascalientes"",""Durban""]",The city of Durban is in the Dominican Republic.,The city of Aguascalientes is in Mexico.,0,1,FT,or,BA,1,-12.667675869560187,14.203159381193847,1.6500475484412949
animal_class,"animal_class::[""goat"",""rat""]",The rat is a arachnid.,The goat is a mammal.,0,1,FT,or,AB,1,-6.853295448059042,10.610033676700986,3.4911752758019983
animal_class,"animal_class::[""gorilla"",""jellyfish""]",The jellyfish is a cnidarian.,The gorilla is a mammal.,1,1,TT,and,BA,1,9.033178734824066,14.889767650096179,12.572607333644434
animal_class,"animal_class::[""sparrow"",""tarantula""]",The tarantula is a arachnid.,The sparrow is a bird.,1,1,TT,or,AB,1,15.229858068948952,9.75591384609082,5.5361282606027995
element_symb,"element_symb::[""Iron"",""Phosphorus""]",Phosphorus has the symbol Se.,Iron has the symbol Os.,0,0,FF,or,BA,0,-11.974758262484917,-15.15316287697784,-4.739450718126479
element_symb,"element_symb::[""Radium"",""Tellurium""]",Tellurium has the symbol Te.,Radium has the symbol Ra.,1,1,TT,and,AB,1,10.451611771792592,5.976509727022674,7.1403050689557865
cities,"cities::[""Homyel'"",""Pontianak""]",The city of Pontianak is in Mongolia.,The city of Homyel' is in Nepal.,0,0,FF,or,AB,0,-12.512632379282126,-11.859798946793427,3.4496659729549126
element_symb,"element_symb::[""Nickel"",""Terbium""]",Terbium has the symbol Br.,Nickel has the symbol Os.,0,0,FF,and,AB,0,-14.465547773037914,-12.411242818854861,-4.606912985253926
cities,"cities::[""Changchun"",""Okayama""]",The city of Changchun is in Senegal.,The city of Okayama is in Somalia.,0,0,FF,and,BA,0,-10.748897431448095,-14.314554466484063,0.7286793718038194
inventors,"inventors::[""Chester Carlson"",""Ignazio Porro""]",Ignazio Porro lived in Austria/the U.S.,Chester Carlson lived in Poland/Germany.,0,0,FF,and,AB,0,-5.363068287490863,-12.01862698268222,-2.0657505408619006
inventors,"inventors::[""Frederick G. Creed"",""Ralph Benjamin""]",Frederick G. Creed lived in Canada.,Ralph Benjamin lived in the U.K.,1,1,TT,and,AB,1,4.217959738567799,2.3019167348617424,3.5223644010542694
animal_class,"animal_class::[""lion"",""tortoise""]",The tortoise is a fish.,The lion is a mammal.,0,1,FT,or,BA,1,-12.261389226593872,12.217659588339762,0.9368574085873025
animal_class,"animal_class::[""camel"",""elephant""]",The camel is a mammal.,The elephant is a mammal.,1,1,TT,or,BA,1,11.362429296063494,13.140458601141146,3.344080207108356
inventors,"inventors::[""Sergey Brin and Larry Page"",""Willis Carrier""]",Willis Carrier lived in Switzerland.,Sergey Brin and Larry Page lived in Hungary.,0,0,FF,or,BA,0,-14.049665163706115,-13.95919497216636,2.6793022236867063
inventors,"inventors::[""Garrett Morgan"",""Levi Strauss""]",Garrett Morgan lived in the U.S.,Levi Strauss lived in the U.S.,1,1,TT,and,BA,1,10.378042130867671,6.851702551916514,13.311474164673754
animal_class,"animal_class::[""gazelle"",""platypus""]",The platypus is a arachnid.,The gazelle is a reptile.,0,0,FF,or,BA,0,-10.667718387884333,-11.504315895893681,4.36650662377698
cities,"cities::[""Osaka"",""Rizhao""]",The city of Osaka is in Tajikistan.,The city of Rizhao is in China.,0,1,FT,or,AB,1,-12.734008384417793,8.7922338164189,5.0140188884386045
sp_en_trans,"sp_en_trans::[""concha"",""papel""]",The Spanish word 'papel' means 'paper'.,The Spanish word 'concha' means 'giraffe'.,1,0,TF,or,AB,1,10.81214861058723,-16.84114814171005,-3.359806369848963
element_symb,"element_symb::[""Astatine"",""Platinum""]",Platinum has the symbol S.,Astatine has the symbol Ca.,0,0,FF,and,AB,0,-16.633431028366118,-16.36817389633361,-9.221277206030566
element_symb,"element_symb::[""Cobalt"",""Hydrogen""]",Cobalt has the symbol H.,Hydrogen has the symbol H.,0,1,FT,and,AB,0,-17.21321053881237,6.537478078132929,-7.460442518742633
animal_class,"animal_class::[""hedgehog"",""lion""]",The hedgehog is a mammal.,The lion is a mammal.,1,1,TT,or,BA,1,11.121685130367759,12.217659588339762,3.2721041688961385
sp_en_trans,"sp_en_trans::[""oferta"",""veinte""]",The Spanish word 'veinte' means 'shell'.,The Spanish word 'oferta' means 'offer'.,0,1,FT,or,AB,1,-14.149217566368206,9.639413836894162,-2.4994887946946687
inventors,"inventors::[""Emile Berliner"",""Michael Faraday""]",Michael Faraday lived in the U.K.,Emile Berliner lived in Germany/the U.S.,1,1,TT,or,BA,1,7.646685661579363,4.979803287053664,1.0897150626503818
element_symb,"element_symb::[""Phosphorus"",""Strontium""]",Phosphorus has the symbol P.,Strontium has the symbol Sr.,1,1,TT,or,AB,1,8.546951357810526,8.888679836619072,7.038138551922584
cities,"cities::[""Kalininskiy"",""Matsuyama""]",The city of Matsuyama is in Poland.,The city of Kalininskiy is in Turkmenistan.,0,0,FF,and,AB,0,-13.59077044206879,1.9783913774954875,-1.7840709625803672
animal_class,"animal_class::[""chimpanzee"",""lion""]",The chimpanzee is a mammal.,The lion is a cnidarian.,1,0,TF,and,AB,0,13.857419705993575,-14.681495675364546,5.8414613100900254
cities,"cities::[""Madurai"",""Tangier""]",The city of Tangier is in Nepal.,The city of Madurai is in Yemen.,0,0,FF,and,AB,0,-15.413801705255883,-12.371762156147563,2.7187458265688624
element_symb,"element_symb::[""Thulium"",""Zinc""]",Zinc has the symbol Ac.,Thulium has the symbol Mg.,0,0,FF,or,AB,0,-13.10632305387558,-16.905697713216995,-3.6698860653557475
element_symb,"element_symb::[""Aluminum"",""Zirconium""]",Zirconium has the symbol Ru.,Aluminum has the symbol Al.,0,1,FT,and,AB,0,-13.695925978232156,8.458748359948789,3.1226342047777234
cities,"cities::[""Krasnoyarsk"",""Rohini""]",The city of Rohini is in Turkey.,The city of Krasnoyarsk is in Russia.,0,1,FT,and,AB,0,-8.913261814467011,12.995331984365908,5.199087161450031
element_symb,"element_symb::[""Cadmium"",""Neon""]",Cadmium has the symbol Cd.,Neon has the symbol B.,1,0,TF,and,BA,0,7.578849927396538,-12.810061021382156,2.5309531698382246
inventors,"inventors::[""Albert Ghiorso"",""Alexander Graham Bell""]",Alexander Graham Bell lived in Scotland/Canada/the U.S.,Albert Ghiorso lived in the U.S.,1,1,TT,or,AB,1,4.625894279796278,4.0033929044961605,9.12072258502823
animal_class,"animal_class::[""iguana"",""jellyfish""]",The jellyfish is a mammal.,The iguana is a reptile.,0,1,FT,or,BA,1,-9.166040481141637,16.639811050985053,1.2107906049083654
sp_en_trans,"sp_en_trans::[""nada"",""sol""]",The Spanish word 'sol' means 'sun'.,The Spanish word 'nada' means 'nothing'.,1,1,TT,and,AB,1,10.22636093327019,6.551248886397222,8.106764242428273
sp_en_trans,"sp_en_trans::[""abrigo"",""roca""]",The Spanish word 'abrigo' means 'coat'.,The Spanish word 'roca' means 'rock'.,1,1,TT,and,AB,1,7.171754866801302,9.750711118736726,7.255822437825055
element_symb,"element_symb::[""Palladium"",""Uranium""]",Uranium has the symbol U.,Palladium has the symbol Pd.,1,1,TT,or,AB,1,9.979077411083145,9.901260683952188,4.614137146671434
inventors,"inventors::[""Igor Tamm"",""Willis Carrier""]",Willis Carrier lived in Switzerland.,Igor Tamm lived in Denmark.,0,0,FF,and,BA,0,-14.049665163706115,-11.201197609687485,1.6621559551255212
animal_class,"animal_class::[""camel"",""moose""]",The moose is a mammal.,The camel is a crustacean.,1,0,TF,and,AB,0,13.244416193347224,-14.717208180669639,0.36443778099581614
animal_class,"animal_class::[""gorilla"",""llama""]",The llama is a mollusk.,The gorilla is a mammal.,0,1,FT,or,AB,1,-9.852947071549808,14.889767650096179,1.6862084997874458
inventors,"inventors::[""Garrett Morgan"",""James Hargreaves""]",James Hargreaves lived in Japan.,Garrett Morgan lived in the U.S.,0,1,FT,or,BA,1,-6.335907721616506,10.378042130867671,-0.2904151291075934
sp_en_trans,"sp_en_trans::[""coche"",""hueso""]",The Spanish word 'coche' means 'month'.,The Spanish word 'hueso' means 'bone'.,0,1,FT,or,AB,1,-15.28103449086372,6.1059872230359185,-3.52807587818406
sp_en_trans,"sp_en_trans::[""hueso"",""mujer""]",The Spanish word 'mujer' means 'enough'.,The Spanish word 'hueso' means 'to eat'.,0,0,FF,and,BA,0,-12.561811410457418,-14.673813137272477,-2.5077344377004263
sp_en_trans,"sp_en_trans::[""noche"",""temprano""]",The Spanish word 'temprano' means 'early'.,The Spanish word 'noche' means 'to write'.,1,0,TF,and,AB,0,9.49748862525321,-15.133461014561727,-4.174683092382944
sp_en_trans,"sp_en_trans::[""oferta"",""veinte""]",The Spanish word 'veinte' means 'twenty'.,The Spanish word 'oferta' means 'offer'.,1,1,TT,and,BA,1,8.071751030521211,9.639413836894162,6.084553207180745
element_symb,"element_symb::[""Gallium"",""Scandium""]",Gallium has the symbol Ga.,Scandium has the symbol Sc.,1,1,TT,or,AB,1,7.2294839685353205,9.081474521278238,1.5507758020805893
cities,"cities::[""Irbid"",""Sanaa""]",The city of Sanaa is in Niger.,The city of Irbid is in Jordan.,0,1,FT,or,BA,1,-8.007795055733565,10.044925815885696,0.34770372453762555
cities,"cities::[""Chisinau"",""Krakow""]",The city of Chisinau is in Poland.,The city of Krakow is in Poland.,0,1,FT,and,AB,0,-10.093087960499231,10.937920920960734,6.681059836722778
cities,"cities::[""Goyang-si"",""Kano""]",The city of Goyang-si is in South Korea.,The city of Kano is in Nigeria.,1,1,TT,or,AB,1,11.073479797757031,11.756209141681978,2.3542730771701086
sp_en_trans,"sp_en_trans::[""oscuro"",""primero""]",The Spanish word 'oscuro' means 'dark'.,The Spanish word 'primero' means 'first'.,1,1,TT,or,BA,1,10.97116741032088,8.198014308027197,4.645007327782135
inventors,"inventors::[""Elisha Gray"",""Georges Claude""]",Elisha Gray lived in the U.S.,Georges Claude lived in Sweden/the U.S.,1,0,TF,and,AB,0,7.237757488868372,-8.24420105693986,3.208334879159678
inventors,"inventors::[""Christian Huygens"",""Hippolyte Mège-Mouriès""]",Hippolyte Mège-Mouriès lived in France.,Christian Huygens lived in Poland/Germany.,1,0,TF,and,BA,0,14.751051865181882,-7.955839094844288,12.61855092604784
cities,"cities::[""Indore"",""Lodz""]",The city of Lodz is in Poland.,The city of Indore is in India.,1,1,TT,and,BA,1,11.777811400521966,11.996466669384668,11.776507882986142
element_symb,"element_symb::[""Palladium"",""Uranium""]",Uranium has the symbol Hg.,Palladium has the symbol Pd.,0,1,FT,and,BA,0,-10.791517995197859,9.901260683952188,-5.4863803335583885
cities,"cities::[""Guigang"",""Linfen""]",The city of Guigang is in China.,The city of Linfen is in China.,1,1,TT,and,AB,1,9.328956775452736,10.503427950193092,14.624987656547278
sp_en_trans,"sp_en_trans::[""hermana"",""huevo""]",The Spanish word 'huevo' means 'sister'.,The Spanish word 'hermana' means 'ten'.,0,0,FF,and,BA,0,-13.845558586562193,-11.916789249686191,-5.358305758943093
sp_en_trans,"sp_en_trans::[""concha"",""papel""]",The Spanish word 'papel' means 'neck'.,The Spanish word 'concha' means 'shell'.,0,1,FT,and,BA,0,-16.138761533208623,5.845771392028352,-8.248607362320344
inventors,"inventors::[""Edwin Link"",""Konrad Zuse""]",Konrad Zuse lived in Germany.,Edwin Link lived in Japan.,1,0,TF,and,AB,0,13.80623415548626,-9.601824770054941,0.6522636130306267
element_symb,"element_symb::[""Actinium"",""Platinum""]",Platinum has the symbol Pt.,Actinium has the symbol Ac.,1,1,TT,or,AB,1,8.174891385003038,6.860473521992435,4.357944001512311
animal_class,"animal_class::[""otter"",""penguin""]",The otter is a mammal.,The penguin is a bird.,1,1,TT,or,AB,1,13.646156963864135,10.356185574222538,4.62987432935435
sp_en_trans,"sp_en_trans::[""caer"",""enviar""]",The Spanish word 'enviar' means 'city'.,The Spanish word 'caer' means 'to fall'.,0,1,FT,and,AB,0,-16.00227650971439,11.690029201648688,0.619280357503043
cities,"cities::[""Ciudad Nezahualcoyotl"",""Kisangani""]",The city of Ciudad Nezahualcoyotl is in Mexico.,The city of Kisangani is in Senegal.,1,0,TF,and,BA,0,9.840392659718647,-4.867826957100926,5.657979203979447
inventors,"inventors::[""Ernest Swinton"",""Ernesto Blanco""]",Ernesto Blanco lived in the U.S.,Ernest Swinton lived in Poland/France.,1,0,TF,and,AB,0,3.0200137987883435,-10.101238389947122,2.1737682726191556
sp_en_trans,"sp_en_trans::[""caliente"",""conectar""]",The Spanish word 'conectar' means 'to sell'.,The Spanish word 'caliente' means 'corner'.,0,0,FF,or,BA,0,-17.989688374000927,-13.883994853487911,-8.024640632125086
animal_class,"animal_class::[""axolotl"",""whale""]",The whale is a mammal.,The axolotl is a amphibian.,1,1,TT,and,BA,1,13.035538994671242,12.516833835070626,14.16595955639561
inventors,"inventors::[""Bartolomeo Cristofori"",""Joseph Glidden""]",Bartolomeo Cristofori lived in the U.K.,Joseph Glidden lived in the U.S.,0,1,FT,or,AB,1,-12.862346398416905,8.361937211463683,2.028225455631686
cities,"cities::[""Indianapolis"",""San Miguel de Tucuman""]",The city of San Miguel de Tucuman is in Argentina.,The city of Indianapolis is in Egypt.,1,0,TF,and,AB,0,11.090073299652738,-15.600671157500871,1.433228599625438
element_symb,"element_symb::[""Cobalt"",""Hydrogen""]",Cobalt has the symbol Co.,Hydrogen has the symbol Cl.,1,0,TF,and,BA,0,9.467031904668106,-11.292957108873177,0.09420319129751142
element_symb,"element_symb::[""Boron"",""Phosphorus""]",Boron has the symbol H.,Phosphorus has the symbol Se.,0,0,FF,and,BA,0,-15.521194032205235,-11.974758262484917,-10.53521513995767
sp_en_trans,"sp_en_trans::[""sencilla"",""tener""]",The Spanish word 'sencilla' means 'to draw'.,The Spanish word 'tener' means 'to have'.,0,1,FT,and,AB,0,-6.202672920931596,9.578974617274012,3.729288712859617
sp_en_trans,"sp_en_trans::[""bosque"",""huevo""]",The Spanish word 'bosque' means 'forest'.,The Spanish word 'huevo' means 'egg'.,1,1,TT,or,AB,1,8.735093589327303,8.225439140864061,5.6803155840029715
sp_en_trans,"sp_en_trans::[""concha"",""papel""]",The Spanish word 'papel' means 'neck'.,The Spanish word 'concha' means 'shell'.,0,1,FT,or,BA,1,-16.138761533208623,5.845771392028352,-8.695336928407942
sp_en_trans,"sp_en_trans::[""ballena"",""vender""]",The Spanish word 'ballena' means 'whale'.,The Spanish word 'vender' means 'to sell'.,1,1,TT,or,AB,1,7.478832472290216,12.38364564051501,4.332704007979086
sp_en_trans,"sp_en_trans::[""belleza"",""piel""]",The Spanish word 'piel' means 'skin'.,The Spanish word 'belleza' means 'rabbit'.,1,0,TF,or,AB,1,7.981486070422317,-14.57492287944884,-3.97076891054763
sp_en_trans,"sp_en_trans::[""lento"",""perro""]",The Spanish word 'perro' means 'class'.,The Spanish word 'lento' means 'slow'.,0,1,FT,and,BA,0,-13.234439874805775,11.20001480331748,-4.070697656010072
cities,"cities::[""Krasnoyarsk"",""Rohini""]",The city of Rohini is in Turkey.,The city of Krasnoyarsk is in Kyrgyzstan.,0,0,FF,or,BA,0,-8.913261814467011,-11.70443383067951,5.448792488729305
cities,"cities::[""Indianapolis"",""San Miguel de Tucuman""]",The city of San Miguel de Tucuman is in Argentina.,The city of Indianapolis is in the United States.,1,1,TT,and,AB,1,11.090073299652738,12.053852483666248,18.530027834708307
element_symb,"element_symb::[""Europium"",""Platinum""]",Platinum has the symbol Pt.,Europium has the symbol Pm.,1,0,TF,or,AB,1,8.174891385003038,-9.586466144817978,1.8804126643891932
element_symb,"element_symb::[""Astatine"",""Platinum""]",Platinum has the symbol Pt.,Astatine has the symbol Ca.,1,0,TF,or,BA,1,8.174891385003038,-16.36817389633361,-8.889220355088844
animal_class,"animal_class::[""sparrow"",""tarantula""]",The tarantula is a arachnid.,The sparrow is a crustacean.,1,0,TF,and,BA,0,15.229858068948952,-12.578280901743193,2.3429591117148796
