topic,entity_pair_id,conjunctA,conjunctB,ordering,cell,labelA,labelB,and_row_index,or_row_index,and_statement,or_statement,score_and,score_or,delta_OR_AND,template_diff_token_index,template_only_connective_diff
element_symb,"element_symb::[""Chlorine"",""Platinum""]",Chlorine has the symbol Pt.,Platinum has the symbol S.,BA,FF,0,0,82,1634,Platinum has the symbol S and Chlorine has the symbol Pt.,Platinum has the symbol S or Chlorine has the symbol Pt.,-7.283241624899633,-6.478742269428496,0.8044993554711368,5,True
animal_class,"animal_class::[""chimpanzee"",""hyena""]",The hyena is a cnidarian.,The chimpanzee is a insect.,BA,FF,0,0,6939,83,The chimpanzee is a insect and the hyena is a cnidarian.,The chimpanzee is a insect or the hyena is a cnidarian.,-2.2626646391957888,0.5609234991618992,2.823588138357688,5,True
animal_class,"animal_class::[""lion"",""walrus""]",The walrus is a cnidarian.,The lion is a cnidarian.,BA,FF,0,0,2552,84,The lion is a cnidarian and the walrus is a cnidarian.,The lion is a cnidarian or the walrus is a cnidarian.,0.7948972930787104,2.9424345572846775,2.147537264205967,5,True
inventors,"inventors::[""John Atanasoff"",""Nils Bohlin""]",John Atanasoff lived in Croatia.,Nils Bohlin lived in the U.S.,AB,FF,0,0,85,1022,John Atanasoff lived in Croatia and Nils Bohlin lived in the U.S.,John Atanasoff lived in Croatia or Nils Bohlin lived in the U.S.,9.935979926889615,4.530612513931434,-5.4053674129581815,5,True
cities,"cities::[""Tolyatti"",""Weinan""]",The city of Weinan is in Colombia.,The city of Tolyatti is in Russia.,AB,FT,0,1,5208,86,The city of Weinan is in Colombia and the city of Tolyatti is in Russia.,The city of Weinan is in Colombia or the city of Tolyatti is in Russia.,7.98363125464885,-1.140343230848382,-9.123974485497232,7,True
sp_en_trans,"sp_en_trans::[""desarrollar"",""escuela""]",The Spanish word 'desarrollar' means 'sand'.,The Spanish word 'escuela' means 'red'.,BA,FF,0,0,87,4858,The Spanish word 'escuela' means 'red' and the Spanish word 'desarrollar' means 'sand'.,The Spanish word 'escuela' means 'red' or the Spanish word 'desarrollar' means 'sand'.,1.2810933488228518,-5.122903459168432,-6.403996807991284,6,True
cities,"cities::[""Khulna"",""Osaka""]",The city of Osaka is in Tajikistan.,The city of Khulna is in Nigeria.,AB,FF,0,0,88,4685,The city of Osaka is in Tajikistan and the city of Khulna is in Nigeria.,The city of Osaka is in Tajikistan or the city of Khulna is in Nigeria.,-1.7401460806473654,3.212713256544923,4.952859337192288,7,True
animal_class,"animal_class::[""elephant"",""panda""]",The panda is a mammal.,The elephant is a mammal.,AB,TT,1,1,89,2303,The panda is a mammal and the elephant is a mammal.,The panda is a mammal or the elephant is a mammal.,11.16594033412952,2.3223387574212477,-8.843601576708272,5,True
inventors,"inventors::[""Fridtjof Nansen"",""Ruth Benerito""]",Ruth Benerito lived in Italy.,Fridtjof Nansen lived in Norway.,AB,FT,0,1,90,1159,Ruth Benerito lived in Italy and Fridtjof Nansen lived in Norway.,Ruth Benerito lived in Italy or Fridtjof Nansen lived in Norway.,6.027838490416605,0.888220951625919,-5.139617538790686,5,True
inventors,"inventors::[""Candace Pert"",""John Atanasoff""]",Candace Pert lived in Germany.,John Atanasoff lived in the U.S.,BA,FT,0,1,3653,91,John Atanasoff lived in the U.S and Candace Pert lived in Germany.,John Atanasoff lived in the U.S or Candace Pert lived in Germany.,0.266688819499036,-0.9959348854962204,-1.2626237049952564,6,True
sp_en_trans,"sp_en_trans::[""familia"",""guardar""]",The Spanish word 'familia' means 'family'.,The Spanish word 'guardar' means 'to save'.,BA,TT,1,1,92,6426,The Spanish word 'guardar' means 'to save' and the Spanish word 'familia' means 'family'.,The Spanish word 'guardar' means 'to save' or the Spanish word 'familia' means 'family'.,8.42022275944276,3.835296089377657,-4.584926670065103,7,True
animal_class,"animal_class::[""dog"",""iguana""]",The dog is a reptile.,The iguana is a reptile.,BA,FT,0,1,93,4233,The iguana is a reptile and the dog is a reptile.,The iguana is a reptile or the dog is a reptile.,-2.019227894863876,3.2078088837169165,5.227036778580793,5,True
inventors,"inventors::[""Hans Oersted"",""Ralph H. Baer""]",Ralph H. Baer lived in Finland.,Hans Oersted lived in Denmark.,AB,FT,0,1,94,7302,Ralph H. Baer lived in Finland and Hans Oersted lived in Denmark.,Ralph H. Baer lived in Finland or Hans Oersted lived in Denmark.,9.529071089753778,5.448955549139688,-4.08011554061409,6,True
element_symb,"element_symb::[""Gold"",""Ruthenium""]",Ruthenium has the symbol Ru.,Gold has the symbol Sm.,AB,TF,1,0,95,644,Ruthenium has the symbol Ru and Gold has the symbol Sm.,Ruthenium has the symbol Ru or Gold has the symbol Sm.,-3.278163292592408,-3.904326079219686,-0.6261627866272783,5,True
cities,"cities::[""Gaziantep"",""Wanning""]",The city of Wanning is in China.,The city of Gaziantep is in Ghana.,BA,TF,1,0,96,5389,The city of Gaziantep is in Ghana and the city of Wanning is in China.,The city of Gaziantep is in Ghana or the city of Wanning is in China.,1.2273479787273889,-3.2711679054718203,-4.498515884199209,7,True
sp_en_trans,"sp_en_trans::[""enviar"",""hombro""]",The Spanish word 'hombro' means 'shoulder'.,The Spanish word 'enviar' means 'to send'.,AB,TT,1,1,97,7638,The Spanish word 'hombro' means 'shoulder' and the Spanish word 'enviar' means 'to send'.,The Spanish word 'hombro' means 'shoulder' or the Spanish word 'enviar' means 'to send'.,8.152696954690468,3.0416533897206275,-5.11104356496984,6,True
cities,"cities::[""Klang"",""Paranaque City""]",The city of Paranaque City is in the Philippines.,The city of Klang is in South Africa.,BA,TF,1,0,6740,98,The city of Klang is in South Africa and the city of Paranaque City is in the Philippines.,The city of Klang is in South Africa or the city of Paranaque City is in the Philippines.,-0.4655987410922755,2.953209049741959,3.4188077908342347,8,True
animal_class,"animal_class::[""chicken"",""sparrow""]",The chicken is a mammal.,The sparrow is a bird.,BA,FT,0,1,99,5567,The sparrow is a bird and the chicken is a mammal.,The sparrow is a bird or the chicken is a mammal.,1.379269378449445,0.745168352499693,-0.6341010259497519,5,True
element_symb,"element_symb::[""Lanthanum"",""Technetium""]",Lanthanum has the symbol Pr.,Technetium has the symbol Tc.,BA,FT,0,1,2438,100,Technetium has the symbol Tc and Lanthanum has the symbol Pr.,Technetium has the symbol Tc or Lanthanum has the symbol Pr.,-1.9317138934088227,1.3582968736629617,3.2900107670717844,5,True
inventors,"inventors::[""George Cayley"",""Joseph Swan""]",George Cayley lived in Denmark.,Joseph Swan lived in the U.K.,BA,FT,0,1,5712,101,Joseph Swan lived in the U.K and George Cayley lived in Denmark.,Joseph Swan lived in the U.K or George Cayley lived in Denmark.,9.118054892481393,2.126484045791784,-6.9915708466896085,6,True
animal_class,"animal_class::[""aardvark"",""dog""]",The aardvark is a mammal.,The dog is a mammal.,BA,TT,1,1,102,1817,The dog is a mammal and the aardvark is a mammal.,The dog is a mammal or the aardvark is a mammal.,13.417908875996575,3.0952042314235877,-10.322704644572987,5,True
cities,"cities::[""Bursa"",""Wuzhou""]",The city of Wuzhou is in South Korea.,The city of Bursa is in Senegal.,BA,FF,0,0,103,5697,The city of Bursa is in Senegal and the city of Wuzhou is in South Korea.,The city of Bursa is in Senegal or the city of Wuzhou is in South Korea.,-0.3658626868723562,-0.0370679320830156,0.32879475478934056,7,True
cities,"cities::[""Gaziantep"",""Quito""]",The city of Gaziantep is in Turkey.,The city of Quito is in Ecuador.,AB,TT,1,1,1889,104,The city of Gaziantep is in Turkey and the city of Quito is in Ecuador.,The city of Gaziantep is in Turkey or the city of Quito is in Ecuador.,12.75229510557984,5.759235865765845,-6.993059239813995,7,True
cities,"cities::[""Da Nang"",""Wanzhou""]",The city of Da Nang is in Syria.,The city of Wanzhou is in China.,AB,FT,0,1,4752,105,The city of Da Nang is in Syria and the city of Wanzhou is in China.,The city of Da Nang is in Syria or the city of Wanzhou is in China.,-1.1720052316103793,1.5082112894750708,2.68021652108545,8,True
element_symb,"element_symb::[""Manganese"",""Neon""]",Manganese has the symbol S.,Neon has the symbol Ne.,AB,FT,0,1,106,2136,Manganese has the symbol S and Neon has the symbol Ne.,Manganese has the symbol S or Neon has the symbol Ne.,2.4501384921761966,-0.2366020911996127,-2.6867405833758093,5,True
element_symb,"element_symb::[""Cesium"",""Thulium""]",Thulium has the symbol Mg.,Cesium has the symbol Cs.,AB,FT,0,1,107,6578,Thulium has the symbol Mg and Cesium has the symbol Cs.,Thulium has the symbol Mg or Cesium has the symbol Cs.,-4.521495966449395,-9.536347618760376,-5.0148516523109805,5,True
sp_en_trans,"sp_en_trans::[""brazo"",""jirafa""]",The Spanish word 'jirafa' means 'to send'.,The Spanish word 'brazo' means 'arm'.,BA,FT,0,1,948,108,The Spanish word 'brazo' means 'arm' and the Spanish word 'jirafa' means 'to send'.,The Spanish word 'brazo' means 'arm' or the Spanish word 'jirafa' means 'to send'.,0.5626328055695495,-6.234429612943034,-6.797062418512583,6,True
cities,"cities::[""Khulna"",""Peshawar""]",The city of Peshawar is in Pakistan.,The city of Khulna is in Nigeria.,AB,TF,1,0,109,4191,The city of Peshawar is in Pakistan and the city of Khulna is in Nigeria.,The city of Peshawar is in Pakistan or the city of Khulna is in Nigeria.,0.4992308621977877,0.182208657489701,-0.3170222047080867,7,True
element_symb,"element_symb::[""Astatine"",""Palladium""]",Astatine has the symbol At.,Palladium has the symbol Ir.,AB,TF,1,0,3365,110,Astatine has the symbol At and Palladium has the symbol Ir.,Astatine has the symbol At or Palladium has the symbol Ir.,-2.199804007197196,0.7776139205693609,2.977417927766557,5,True
inventors,"inventors::[""John von Neumann"",""Percy Spencer""]",John von Neumann lived in Hungary/the U.S.,Percy Spencer lived in the U.S.,BA,TT,1,1,7613,111,Percy Spencer lived in the U.S and John von Neumann lived in Hungary/the U.S.,Percy Spencer lived in the U.S or John von Neumann lived in Hungary/the U.S.,6.3942425670310685,4.970763118833618,-1.4234794481974502,6,True
cities,"cities::[""Jingmen"",""Tolyatti""]",The city of Jingmen is in China.,The city of Tolyatti is in Myanmar.,AB,TF,1,0,112,5321,The city of Jingmen is in China and the city of Tolyatti is in Myanmar.,The city of Jingmen is in China or the city of Tolyatti is in Myanmar.,2.425548595034284,2.0712239512303903,-0.35432464380389384,7,True
animal_class,"animal_class::[""narwhal"",""penguin""]",The penguin is a bird.,The narwhal is a mammal.,BA,TT,1,1,1580,113,The narwhal is a mammal and the penguin is a bird.,The narwhal is a mammal or the penguin is a bird.,6.867077437863915,4.8949193489157725,-1.9721580889481425,5,True
inventors,"inventors::[""Charles Goodyear"",""Richard Leach Maddox""]",Charles Goodyear lived in Poland/France.,Richard Leach Maddox lived in Sweden/the U.S.,BA,FF,0,0,114,6378,Richard Leach Maddox lived in Sweden/the U.S and Charles Goodyear lived in Poland/France.,Richard Leach Maddox lived in Sweden/the U.S or Charles Goodyear lived in Poland/France.,-0.2355060243605446,-1.045647809374298,-0.8101417850137534,7,True
animal_class,"animal_class::[""peacock"",""skunk""]",The peacock is a bird.,The skunk is a mammal.,AB,TT,1,1,115,5066,The peacock is a bird and the skunk is a mammal.,The peacock is a bird or the skunk is a mammal.,12.240388452081024,3.5593805679918447,-8.68100788408918,5,True
sp_en_trans,"sp_en_trans::[""lento"",""perro""]",The Spanish word 'perro' means 'class'.,The Spanish word 'lento' means 'cook'.,BA,FF,0,0,5825,116,The Spanish word 'lento' means 'cook' and the Spanish word 'perro' means 'class'.,The Spanish word 'lento' means 'cook' or the Spanish word 'perro' means 'class'.,-1.5903015437005958,-4.527660163404997,-2.9373586197044013,6,True
sp_en_trans,"sp_en_trans::[""abierto"",""desarrollar""]",The Spanish word 'abierto' means 'open'.,The Spanish word 'desarrollar' means 'to develop'.,BA,TT,1,1,3123,117,The Spanish word 'desarrollar' means 'to develop' and the Spanish word 'abierto' means 'open'.,The Spanish word 'desarrollar' means 'to develop' or the Spanish word 'abierto' means 'open'.,6.528416382828776,2.321479290837168,-4.206937091991607,7,True
inventors,"inventors::[""Henry Ford"",""John Ericsson""]",Henry Ford lived in the U.S.,John Ericsson lived in Norway.,AB,TF,1,0,118,2184,Henry Ford lived in the U.S and John Ericsson lived in Norway.,Henry Ford lived in the U.S or John Ericsson lived in Norway.,6.358190005673378,2.288373777762001,-4.069816227911376,6,True
animal_class,"animal_class::[""beaver"",""moose""]",The moose is a mammal.,The beaver is a mammal.,AB,TT,1,1,5587,119,The moose is a mammal and the beaver is a mammal.,The moose is a mammal or the beaver is a mammal.,10.824200318439225,4.331688209193623,-6.4925121092456015,5,True
sp_en_trans,"sp_en_trans::[""imaginar"",""pero""]",The Spanish word 'pero' means 'but'.,The Spanish word 'imaginar' means 'to imagine'.,BA,TT,1,1,7451,120,The Spanish word 'imaginar' means 'to imagine' and the Spanish word 'pero' means 'but'.,The Spanish word 'imaginar' means 'to imagine' or the Spanish word 'pero' means 'but'.,9.523582613707,3.63506612613833,-5.888516487568669,7,True
animal_class,"animal_class::[""bison"",""gazelle""]",The gazelle is a reptile.,The bison is a mammal.,AB,FT,0,1,5892,121,The gazelle is a reptile and the bison is a mammal.,The gazelle is a reptile or the bison is a mammal.,7.125909267344219,3.122553865187519,-4.0033554021567,5,True
sp_en_trans,"sp_en_trans::[""hablar"",""perro""]",The Spanish word 'hablar' means 'dictionary'.,The Spanish word 'perro' means 'class'.,AB,FF,0,0,1963,122,The Spanish word 'hablar' means 'dictionary' and the Spanish word 'perro' means 'class'.,The Spanish word 'hablar' means 'dictionary' or the Spanish word 'perro' means 'class'.,-0.3302307088215972,-3.6022961497098667,-3.2720654408882694,6,True
cities,"cities::[""Jamshedpur"",""Zapopan""]",The city of Jamshedpur is in Kenya.,The city of Zapopan is in Burundi.,BA,FF,0,0,1455,123,The city of Zapopan is in Burundi and the city of Jamshedpur is in Kenya.,The city of Zapopan is in Burundi or the city of Jamshedpur is in Kenya.,-0.6490189035345342,3.7134191046621776,4.362438008196712,7,True
sp_en_trans,"sp_en_trans::[""hielo"",""palabra""]",The Spanish word 'hielo' means 'life'.,The Spanish word 'palabra' means 'word'.,BA,FT,0,1,4503,124,The Spanish word 'palabra' means 'word' and the Spanish word 'hielo' means 'life'.,The Spanish word 'palabra' means 'word' or the Spanish word 'hielo' means 'life'.,-0.65432128028222,-4.852605950252235,-4.198284669970015,6,True
inventors,"inventors::[""John Gorrie"",""John Logie Baird""]",John Logie Baird lived in Switzerland.,John Gorrie lived in Switzerland.,AB,FF,0,0,7095,125,John Logie Baird lived in Switzerland and John Gorrie lived in Switzerland.,John Logie Baird lived in Switzerland or John Gorrie lived in Switzerland.,2.3525813484520475,0.1551304173377712,-2.1974509311142763,6,True
inventors,"inventors::[""Jacob Perkins"",""John Boyd Dunlop""]",John Boyd Dunlop lived in Austria.,Jacob Perkins lived in the U.S.,AB,FT,0,1,3485,126,John Boyd Dunlop lived in Austria and Jacob Perkins lived in the U.S.,John Boyd Dunlop lived in Austria or Jacob Perkins lived in the U.S.,9.963423169861278,4.331605858610619,-5.631817311250659,6,True
element_symb,"element_symb::[""Molybdenum"",""Nickel""]",Nickel has the symbol Ni.,Molybdenum has the symbol Mo.,BA,TT,1,1,250,127,Molybdenum has the symbol Mo and Nickel has the symbol Ni.,Molybdenum has the symbol Mo or Nickel has the symbol Ni.,4.781607042428515,5.468999541313232,0.6873924988847167,5,True
sp_en_trans,"sp_en_trans::[""problema"",""veinte""]",The Spanish word 'problema' means 'problem'.,The Spanish word 'veinte' means 'shell'.,AB,TF,1,0,1537,128,The Spanish word 'problema' means 'problem' and the Spanish word 'veinte' means 'shell'.,The Spanish word 'problema' means 'problem' or the Spanish word 'veinte' means 'shell'.,0.4002695906504439,-3.3716784691151194,-3.7719480597655632,6,True
animal_class,"animal_class::[""goat"",""rat""]",The rat is a arachnid.,The goat is a reptile.,AB,FF,0,0,129,4315,The rat is a arachnid and the goat is a reptile.,The rat is a arachnid or the goat is a reptile.,-0.1287350609464734,3.708091399873808,3.8368264608202813,5,True
sp_en_trans,"sp_en_trans::[""hueso"",""mujer""]",The Spanish word 'mujer' means 'enough'.,The Spanish word 'hueso' means 'bone'.,AB,FT,0,1,4560,130,The Spanish word 'mujer' means 'enough' and the Spanish word 'hueso' means 'bone'.,The Spanish word 'mujer' means 'enough' or the Spanish word 'hueso' means 'bone'.,1.3904831215568727,-1.9985498508877944,-3.3890329724446673,6,True
sp_en_trans,"sp_en_trans::[""oferta"",""siete""]",The Spanish word 'siete' means 'ice'.,The Spanish word 'oferta' means 'open'.,AB,FF,0,0,131,3838,The Spanish word 'siete' means 'ice' and the Spanish word 'oferta' means 'open'.,The Spanish word 'siete' means 'ice' or the Spanish word 'oferta' means 'open'.,1.7663139597254487,-5.033638521769708,-6.799952481495157,6,True
