statement,topic,n,condition,n_true,n_false,compound_label,conjuncts,labels
Ytterbium has the symbol F and Iridium has the symbol Ir.,element_symb,2,dilute_1false,1,1,0,"[""Ytterbium has the symbol F."", ""Iridium has the symbol Ir.""]","[0, 1]"
The Spanish word 'isla' means 'island' and the Spanish word 'huevo' means 'egg' and the Spanish word 'cocinero' means 'cook' and the Spanish word 'amigo' means 'friend' and the Spanish word 'caminar' means 'cat' and the Spanish word 'hijo' means 'son'.,sp_en_trans,6,dilute_1false,5,1,0,"[""The Spanish word 'isla' means 'island'."", ""The Spanish word 'huevo' means 'egg'."", ""The Spanish word 'cocinero' means 'cook'."", ""The Spanish word 'amigo' means 'friend'."", ""The Spanish word 'caminar' means 'cat'."", ""The Spanish word 'hijo' means 'son'.""]","[1, 1, 1, 1, 0, 1]"
The tarantula is a arachnid and the dog is a reptile.,animal_class,2,dilute_1false,1,1,0,"[""The tarantula is a arachnid."", ""The dog is a reptile.""]","[1, 0]"
The Spanish word 'temprano' means 'early' and the Spanish word 'hola' means 'hello' and the Spanish word 'nadar' means 'to swim' and the Spanish word 'madre' means 'mother'.,sp_en_trans,4,all_true,4,0,1,"[""The Spanish word 'temprano' means 'early'."", ""The Spanish word 'hola' means 'hello'."", ""The Spanish word 'nadar' means 'to swim'."", ""The Spanish word 'madre' means 'mother'.""]","[1, 1, 1, 1]"
Edouard Benedictus lived in France and Nils Bohlin lived in Sweden and Ferdinand von Zeppelin lived in Germany and Jacob Perkins lived in Turkey/the U.S and Sergey Brin and Larry Page lived in the U.S and Gottlieb Daimler lived in Germany.,inventors,6,dilute_1false,5,1,0,"[""Edouard Benedictus lived in France."", ""Nils Bohlin lived in Sweden."", ""Ferdinand von Zeppelin lived in Germany."", ""Jacob Perkins lived in Turkey/the U.S."", ""Sergey Brin and Larry Page lived in the U.S."", ""Gottlieb Daimler lived in Germany.""]","[1, 1, 1, 0, 1, 1]"
The city of Malang is in Indonesia and the city of Shah Alam is in Malaysia and the city of Baotou is in China and the city of Abidjan is in Côte d'Ivoire.,cities,4,all_true,4,0,1,"[""The city of Malang is in Indonesia."", ""The city of Shah Alam is in Malaysia."", ""The city of Baotou is in China."", ""The city of Abidjan is in C\u00f4te d'Ivoire.""]","[1, 1, 1, 1]"
Protactinium has the symbol Pa and Chromium has the symbol Cr.,element_symb,2,all_true,2,0,1,"[""Protactinium has the symbol Pa."", ""Chromium has the symbol Cr.""]","[1, 1]"
The hyena is a mammal and the rhinoceros is a reptile and the zebra is a mammal.,animal_class,3,dilute_1false,2,1,0,"[""The hyena is a mammal."", ""The rhinoceros is a reptile."", ""The zebra is a mammal.""]","[1, 0, 1]"
The gecko is a reptile and the goldfish is a fish and the giraffe is a mammal and the leopard is a mammal and the frog is a amphibian and the cat is a mammal.,animal_class,6,all_true,6,0,1,"[""The gecko is a reptile."", ""The goldfish is a fish."", ""The giraffe is a mammal."", ""The leopard is a mammal."", ""The frog is a amphibian."", ""The cat is a mammal.""]","[1, 1, 1, 1, 1, 1]"
Charles Francis Jenkins lived in Ukraine/the U.S and Pierre Curie lived in the Netherlands and R. Buckminster Fuller lived in Japan and Robert Moog lived in Scotland/Canada/the U.S and Alfred Nobel lived in Canada/the U.S and Lester Wire lived in Japan.,inventors,6,all_false,0,6,0,"[""Charles Francis Jenkins lived in Ukraine/the U.S."", ""Pierre Curie lived in the Netherlands."", ""R. Buckminster Fuller lived in Japan."", ""Robert Moog lived in Scotland/Canada/the U.S."", ""Alfred Nobel lived in Canada/the U.S."", ""Lester Wire lived in Japan.""]","[0, 0, 0, 0, 0, 0]"
Thomas Edison lived in the U.S and Wallace Carothers lived in the U.S and George Antheil lived in the U.S and Maria Telkes lived in Hungary/the U.S and Yoshua Bengio lived in Canada/the U.S and Edwin Herbert Hall lived in the U.S.,inventors,6,dilute_1false,5,1,0,"[""Thomas Edison lived in the U.S."", ""Wallace Carothers lived in the U.S."", ""George Antheil lived in the U.S."", ""Maria Telkes lived in Hungary/the U.S."", ""Yoshua Bengio lived in Canada/the U.S."", ""Edwin Herbert Hall lived in the U.S.""]","[1, 1, 1, 1, 0, 1]"
The Spanish word 'invierno' means 'winter' and the Spanish word 'cosa' means 'modern' and the Spanish word 'gato' means 'cat'.,sp_en_trans,3,dilute_1false,2,1,0,"[""The Spanish word 'invierno' means 'winter'."", ""The Spanish word 'cosa' means 'modern'."", ""The Spanish word 'gato' means 'cat'.""]","[1, 0, 1]"
Charles Babbage lived in the U.K and Edouard Benedictus lived in England and Nils Bohlin lived in Sweden and Chester Carlson lived in the U.S.,inventors,4,dilute_1false,3,1,0,"[""Charles Babbage lived in the U.K."", ""Edouard Benedictus lived in England."", ""Nils Bohlin lived in Sweden."", ""Chester Carlson lived in the U.S.""]","[1, 0, 1, 1]"
Krypton has the symbol Kr and Erbium has the symbol Er and Lutetium has the symbol Lu and Selenium has the symbol Po.,element_symb,4,dilute_1false,3,1,0,"[""Krypton has the symbol Kr."", ""Erbium has the symbol Er."", ""Lutetium has the symbol Lu."", ""Selenium has the symbol Po.""]","[1, 1, 1, 0]"
The city of Johor Bahru is in Malaysia and the city of Chennai is in India.,cities,2,all_true,2,0,1,"[""The city of Johor Bahru is in Malaysia."", ""The city of Chennai is in India.""]","[1, 1]"
The Spanish word 'antes' means 'mouth' and the Spanish word 'bosque' means 'force' and the Spanish word 'rey' means 'to pass'.,sp_en_trans,3,all_false,0,3,0,"[""The Spanish word 'antes' means 'mouth'."", ""The Spanish word 'bosque' means 'force'."", ""The Spanish word 'rey' means 'to pass'.""]","[0, 0, 0]"
The Spanish word 'calamar' means 'egg' and the Spanish word 'elegir' means 'to choose'.,sp_en_trans,2,dilute_1false,1,1,0,"[""The Spanish word 'calamar' means 'egg'."", ""The Spanish word 'elegir' means 'to choose'.""]","[0, 1]"
Gadolinium has the symbol Xe and Polonium has the symbol Dy and Molybdenum has the symbol V.,element_symb,3,all_false,0,3,0,"[""Gadolinium has the symbol Xe."", ""Polonium has the symbol Dy."", ""Molybdenum has the symbol V.""]","[0, 0, 0]"
The city of Urumqi is in Saudi Arabia and the city of Amravati is in Lithuania and the city of Johannesburg is in India.,cities,3,all_false,0,3,0,"[""The city of Urumqi is in Saudi Arabia."", ""The city of Amravati is in Lithuania."", ""The city of Johannesburg is in India.""]","[0, 0, 0]"
The rabbit is a mammal and the hippopotamus is a mammal.,animal_class,2,all_true,2,0,1,"[""The rabbit is a mammal."", ""The hippopotamus is a mammal.""]","[1, 1]"
The city of Sanya is in China and the city of Luohe is in China and the city of Sokoto is in Nigeria and the city of Bandar Lampung is in Indonesia.,cities,4,all_true,4,0,1,"[""The city of Sanya is in China."", ""The city of Luohe is in China."", ""The city of Sokoto is in Nigeria."", ""The city of Bandar Lampung is in Indonesia.""]","[1, 1, 1, 1]"
Jean-Bernard-Léon Foucault lived in Germany and James Dyson lived in Scotland/Canada/the U.S and Mary Walton lived in the Soviet Union.,inventors,3,all_false,0,3,0,"[""Jean-Bernard-L\u00e9on Foucault lived in Germany."", ""James Dyson lived in Scotland/Canada/the U.S."", ""Mary Walton lived in the Soviet Union.""]","[0, 0, 0]"
The skunk is a insect and the goat is a reptile and the penguin is a reptile and the sparrow is a crustacean.,animal_class,4,all_false,0,4,0,"[""The skunk is a insect."", ""The goat is a reptile."", ""The penguin is a reptile."", ""The sparrow is a crustacean.""]","[0, 0, 0, 0]"
The shark is a fish and the platypus is a mammal and the hedgehog is a mammal.,animal_class,3,all_true,3,0,1,"[""The shark is a fish."", ""The platypus is a mammal."", ""The hedgehog is a mammal.""]","[1, 1, 1]"
Thomas Wedgwood lived in the U.K and Fritz Pfleumer lived in Sweden and Alexander Graham Bell lived in Scotland/Canada/the U.S.,inventors,3,dilute_1false,2,1,0,"[""Thomas Wedgwood lived in the U.K."", ""Fritz Pfleumer lived in Sweden."", ""Alexander Graham Bell lived in Scotland/Canada/the U.S.""]","[1, 0, 1]"
Ruthenium has the symbol Ru and Nickel has the symbol Os.,element_symb,2,dilute_1false,1,1,0,"[""Ruthenium has the symbol Ru."", ""Nickel has the symbol Os.""]","[1, 0]"
Palladium has the symbol Ir and Nickel has the symbol Os.,element_symb,2,all_false,0,2,0,"[""Palladium has the symbol Ir."", ""Nickel has the symbol Os.""]","[0, 0]"
Sir Sandford Fleming lived in Austria/the U.S and Carlos Glidden lived in Austria and Herbert Akroyd Stuart lived in Croatia and Edwin Link lived in Japan and Florence Parpart lived in England and Robert Moog lived in Scotland/Canada/the U.S.,inventors,6,all_false,0,6,0,"[""Sir Sandford Fleming lived in Austria/the U.S."", ""Carlos Glidden lived in Austria."", ""Herbert Akroyd Stuart lived in Croatia."", ""Edwin Link lived in Japan."", ""Florence Parpart lived in England."", ""Robert Moog lived in Scotland/Canada/the U.S.""]","[0, 0, 0, 0, 0, 0]"
The beaver is a mammal and the jellyfish is a cnidarian and the skunk is a mammal.,animal_class,3,all_true,3,0,1,"[""The beaver is a mammal."", ""The jellyfish is a cnidarian."", ""The skunk is a mammal.""]","[1, 1, 1]"
The hamster is a mammal and the zebra is a mammal and the jellyfish is a cnidarian.,animal_class,3,all_true,3,0,1,"[""The hamster is a mammal."", ""The zebra is a mammal."", ""The jellyfish is a cnidarian.""]","[1, 1, 1]"
The city of Aparecida de Goiania is in Brazil and the city of Laiwu is in China and the city of Kunshan is in China and the city of Kahriz is in Iran.,cities,4,all_true,4,0,1,"[""The city of Aparecida de Goiania is in Brazil."", ""The city of Laiwu is in China."", ""The city of Kunshan is in China."", ""The city of Kahriz is in Iran.""]","[1, 1, 1, 1]"
Philo Farnsworth lived in Norway and John Ambrose Fleming lived in the U.K.,inventors,2,dilute_1false,1,1,0,"[""Philo Farnsworth lived in Norway."", ""John Ambrose Fleming lived in the U.K.""]","[0, 1]"
Alexander Graham Bell lived in Turkey/the U.S and Yoshiro Nakamatsu lived in Japan and Frank Julian Sprague lived in the U.S and John Atanasoff lived in the U.S and Percy Spencer lived in the U.S and Whitcomb Judson lived in the U.S.,inventors,6,dilute_1false,5,1,0,"[""Alexander Graham Bell lived in Turkey/the U.S."", ""Yoshiro Nakamatsu lived in Japan."", ""Frank Julian Sprague lived in the U.S."", ""John Atanasoff lived in the U.S."", ""Percy Spencer lived in the U.S."", ""Whitcomb Judson lived in the U.S.""]","[0, 1, 1, 1, 1, 1]"
The city of Yangon is in Egypt and the city of Sharjah is in Belarus.,cities,2,all_false,0,2,0,"[""The city of Yangon is in Egypt."", ""The city of Sharjah is in Belarus.""]","[0, 0]"
The mongoose is a mammal and the rhinoceros is a mammal and the goldfish is a fish and the moose is a mammal and the deer is a mammal and the elephant is a mammal.,animal_class,6,all_true,6,0,1,"[""The mongoose is a mammal."", ""The rhinoceros is a mammal."", ""The goldfish is a fish."", ""The moose is a mammal."", ""The deer is a mammal."", ""The elephant is a mammal.""]","[1, 1, 1, 1, 1, 1]"
Sir Frank Whittle lived in the Netherlands and Hans Berger lived in the Soviet Union.,inventors,2,all_false,0,2,0,"[""Sir Frank Whittle lived in the Netherlands."", ""Hans Berger lived in the Soviet Union.""]","[0, 0]"
Silicon has the symbol Si and Ytterbium has the symbol Yb and Iodine has the symbol I.,element_symb,3,all_true,3,0,1,"[""Silicon has the symbol Si."", ""Ytterbium has the symbol Yb."", ""Iodine has the symbol I.""]","[1, 1, 1]"
Cobalt has the symbol H and Fluorine has the symbol Pt and Hydrogen has the symbol Cl and Sodium has the symbol N.,element_symb,4,all_false,0,4,0,"[""Cobalt has the symbol H."", ""Fluorine has the symbol Pt."", ""Hydrogen has the symbol Cl."", ""Sodium has the symbol N.""]","[0, 0, 0, 0]"
Hedy Lamarr lived in Austria/the U.S and Frank Julian Sprague lived in Norway.,inventors,2,dilute_1false,1,1,0,"[""Hedy Lamarr lived in Austria/the U.S."", ""Frank Julian Sprague lived in Norway.""]","[1, 0]"
The walrus is a cnidarian and the kangaroo is a reptile and the cheetah is a arachnid and the hippopotamus is a mollusk and the tortoise is a fish and the cat is a bird.,animal_class,6,all_false,0,6,0,"[""The walrus is a cnidarian."", ""The kangaroo is a reptile."", ""The cheetah is a arachnid."", ""The hippopotamus is a mollusk."", ""The tortoise is a fish."", ""The cat is a bird.""]","[0, 0, 0, 0, 0, 0]"
Sergey Brin and Larry Page lived in the U.S and Édouard-Léon Scott de Martinville lived in France and Marvin Camras lived in Japan.,inventors,3,dilute_1false,2,1,0,"[""Sergey Brin and Larry Page lived in the U.S."", ""\u00c9douard-L\u00e9on Scott de Martinville lived in France."", ""Marvin Camras lived in Japan.""]","[1, 1, 0]"
Ruth Handler lived in England and Konrad Zuse lived in Germany and Ralph H. Baer lived in the U.S.,inventors,3,dilute_1false,2,1,0,"[""Ruth Handler lived in England."", ""Konrad Zuse lived in Germany."", ""Ralph H. Baer lived in the U.S.""]","[0, 1, 1]"
The Spanish word 'lanzar' means 'to throw' and the Spanish word 'cosa' means 'thing' and the Spanish word 'grupo' means 'group' and the Spanish word 'rojo' means 'red' and the Spanish word 'voz' means 'voice' and the Spanish word 'boca' means 'mouth'.,sp_en_trans,6,all_true,6,0,1,"[""The Spanish word 'lanzar' means 'to throw'."", ""The Spanish word 'cosa' means 'thing'."", ""The Spanish word 'grupo' means 'group'."", ""The Spanish word 'rojo' means 'red'."", ""The Spanish word 'voz' means 'voice'."", ""The Spanish word 'boca' means 'mouth'.""]","[1, 1, 1, 1, 1, 1]"
Josephine Cochrane lived in Ancient Greece and Mary Phelps Jacob lived in Croatia and Walter Hunt lived in the U.K and Elisha Otis lived in Ukraine/the U.S.,inventors,4,all_false,0,4,0,"[""Josephine Cochrane lived in Ancient Greece."", ""Mary Phelps Jacob lived in Croatia."", ""Walter Hunt lived in the U.K."", ""Elisha Otis lived in Ukraine/the U.S.""]","[0, 0, 0, 0]"
Argon has the symbol Pr and Chlorine has the symbol Pt and Neon has the symbol B and Rhodium has the symbol Lu and Lithium has the symbol Rh and Lanthanum has the symbol Pr.,element_symb,6,all_false,0,6,0,"[""Argon has the symbol Pr."", ""Chlorine has the symbol Pt."", ""Neon has the symbol B."", ""Rhodium has the symbol Lu."", ""Lithium has the symbol Rh."", ""Lanthanum has the symbol Pr.""]","[0, 0, 0, 0, 0, 0]"
The camel is a mammal and the porcupine is a mammal.,animal_class,2,all_true,2,0,1,"[""The camel is a mammal."", ""The porcupine is a mammal.""]","[1, 1]"
The jellyfish is a mammal and the seahorse is a reptile and the iguana is a crustacean and the slug is a mammal and the bat is a crustacean and the zebra is a arachnid.,animal_class,6,all_false,0,6,0,"[""The jellyfish is a mammal."", ""The seahorse is a reptile."", ""The iguana is a crustacean."", ""The slug is a mammal."", ""The bat is a crustacean."", ""The zebra is a arachnid.""]","[0, 0, 0, 0, 0, 0]"
The giraffe is a cnidarian and the vulture is a mollusk.,animal_class,2,all_false,0,2,0,"[""The giraffe is a cnidarian."", ""The vulture is a mollusk.""]","[0, 0]"
The city of Kathmandu is in Nepal and the city of Xianning is in China and the city of Chicago is in the United States and the city of Benxi is in China and the city of Tomsk is in Russia and the city of Hamhung is in North Korea.,cities,6,all_true,6,0,1,"[""The city of Kathmandu is in Nepal."", ""The city of Xianning is in China."", ""The city of Chicago is in the United States."", ""The city of Benxi is in China."", ""The city of Tomsk is in Russia."", ""The city of Hamhung is in North Korea.""]","[1, 1, 1, 1, 1, 1]"
The Spanish word 'voz' means 'voice' and the Spanish word 'cosa' means 'thing' and the Spanish word 'nada' means 'nothing' and the Spanish word 'higo' means 'nothing'.,sp_en_trans,4,dilute_1false,3,1,0,"[""The Spanish word 'voz' means 'voice'."", ""The Spanish word 'cosa' means 'thing'."", ""The Spanish word 'nada' means 'nothing'."", ""The Spanish word 'higo' means 'nothing'.""]","[1, 1, 1, 0]"
The Spanish word 'viento' means 'wind' and the Spanish word 'hermana' means 'sister'.,sp_en_trans,2,all_true,2,0,1,"[""The Spanish word 'viento' means 'wind'."", ""The Spanish word 'hermana' means 'sister'.""]","[1, 1]"
The frog is a amphibian and the axolotl is a amphibian and the hummingbird is a bird and the raccoon is a mammal and the dolphin is a crustacean and the cassowary is a bird.,animal_class,6,dilute_1false,5,1,0,"[""The frog is a amphibian."", ""The axolotl is a amphibian."", ""The hummingbird is a bird."", ""The raccoon is a mammal."", ""The dolphin is a crustacean."", ""The cassowary is a bird.""]","[1, 1, 1, 1, 0, 1]"
