statement,topic,truth_label,entity,dedup_identity,source_r1_row_indices,source_r1_conjunct_refs,n_r1_rows,n_r1_conjunct_occurrences,absence_reason
The parrot is a arachnid.,animal_class,0,parrot,animal_class::The parrot is a arachnid.,"[760, 773, 787, 958, 1161, 1268, 1447, 1582, 1638, 1876, 2192, 2499, 2517, 2715, 3202, 4047, 4402, 5203, 5268, 5316, 5750, 5758, 5778, 5913, 6200, 6540, 6847, 6957, 7367, 7729, 7804, 7964]","[""760:A"", ""773:A"", ""787:B"", ""958:A"", ""1161:A"", ""1268:B"", ""1447:B"", ""1582:A"", ""1638:B"", ""1876:A"", ""2192:A"", ""2499:A"", ""2517:A"", ""2715:A"", ""3202:A"", ""4047:A"", ""4402:A"", ""5203:A"", ""5268:B"", ""5316:A"", ""5750:A"", ""5758:B"", ""5778:A"", ""5913:A"", ""6200:A"", ""6540:A"", ""6847:B"", ""6957:A"", ""7367:A"", ""7729:A"", ""7804:A"", ""7964:B""]",32,32,generated_wrong_object_text_absent_from_source_atomic_metadata
The peacock is a insect.,animal_class,0,peacock,animal_class::The peacock is a insect.,"[408, 802, 881, 927, 989, 1372, 1390, 1827, 1970, 2182, 2252, 3406, 3794, 3921, 4143, 4422, 4426, 4547, 4562, 4750, 4851, 4936, 5311, 5391, 5535, 5537, 5652, 5856, 5876, 6096, 7081, 7951]","[""408:A"", ""802:B"", ""881:B"", ""927:A"", ""989:A"", ""1372:B"", ""1390:A"", ""1827:A"", ""1970:A"", ""2182:B"", ""2252:B"", ""3406:B"", ""3794:B"", ""3921:A"", ""4143:A"", ""4422:B"", ""4426:A"", ""4547:A"", ""4562:B"", ""4750:A"", ""4851:A"", ""4936:A"", ""5311:B"", ""5391:B"", ""5535:A"", ""5537:B"", ""5652:B"", ""5856:A"", ""5876:B"", ""6096:B"", ""7081:A"", ""7951:B""]",32,32,generated_wrong_object_text_absent_from_source_atomic_metadata
The penguin is a reptile.,animal_class,0,penguin,animal_class::The penguin is a reptile.,"[26, 859, 1594, 1998, 2092, 2130, 2500, 4050, 5455, 5583, 5627, 6366, 6435, 7053, 7825, 7932]","[""26:B"", ""859:A"", ""1594:A"", ""1998:B"", ""2092:A"", ""2130:A"", ""2500:A"", ""4050:B"", ""5455:B"", ""5583:A"", ""5627:B"", ""6366:B"", ""6435:B"", ""7053:A"", ""7825:B"", ""7932:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The pigeon is a amphibian.,animal_class,0,pigeon,animal_class::The pigeon is a amphibian.,"[539, 563, 621, 906, 2477, 2513, 2755, 3103, 3846, 4926, 5008, 6669, 6920, 6933, 7510, 7870]","[""539:B"", ""563:B"", ""621:B"", ""906:B"", ""2477:B"", ""2513:B"", ""2755:B"", ""3103:B"", ""3846:B"", ""4926:B"", ""5008:B"", ""6669:B"", ""6920:B"", ""6933:B"", ""7510:B"", ""7870:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The platypus is a arachnid.,animal_class,0,platypus,animal_class::The platypus is a arachnid.,"[169, 396, 1012, 1683, 2429, 2592, 3164, 3681, 4945, 4988, 5609, 5815, 6243, 6522, 6674, 7105]","[""169:A"", ""396:A"", ""1012:A"", ""1683:B"", ""2429:A"", ""2592:A"", ""3164:B"", ""3681:A"", ""4945:B"", ""4988:A"", ""5609:B"", ""5815:B"", ""6243:B"", ""6522:B"", ""6674:A"", ""7105:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The raccoon is a bird.,animal_class,0,raccoon,animal_class::The raccoon is a bird.,"[355, 410, 483, 599, 682, 1079, 1205, 1231, 1535, 1694, 1700, 1778, 1854, 2320, 2441, 2481, 2487, 2502, 2556, 2828, 3369, 3376, 3713, 3734, 3931, 4201, 4597, 4765, 4769, 4863, 5083, 5092, 5300, 5369, 5701, 6052, 6353, 6390, 6556, 6579, 6733, 6784, 7086, 7337, 7361, 7541, 7569, 7572]","[""355:B"", ""410:A"", ""483:A"", ""599:A"", ""682:B"", ""1079:A"", ""1205:B"", ""1231:A"", ""1535:A"", ""1694:A"", ""1700:B"", ""1778:A"", ""1854:B"", ""2320:A"", ""2441:A"", ""2481:A"", ""2487:A"", ""2502:A"", ""2556:A"", ""2828:A"", ""3369:B"", ""3376:A"", ""3713:A"", ""3734:B"", ""3931:B"", ""4201:A"", ""4597:A"", ""4765:A"", ""4769:A"", ""4863:B"", ""5083:A"", ""5092:A"", ""5300:A"", ""5369:A"", ""5701:B"", ""6052:A"", ""6353:A"", ""6390:A"", ""6556:A"", ""6579:B"", ""6733:B"", ""6784:A"", ""7086:B"", ""7337:B"", ""7361:A"", ""7541:B"", ""7569:A"", ""7572:B""]",48,48,generated_wrong_object_text_absent_from_source_atomic_metadata
The rat is a arachnid.,animal_class,0,rat,animal_class::The rat is a arachnid.,"[129, 155, 697, 1395, 1835, 2001, 2033, 2075, 2881, 3191, 3776, 4315, 5624, 6547, 7017, 7881]","[""129:A"", ""155:A"", ""697:A"", ""1395:B"", ""1835:A"", ""2001:A"", ""2033:B"", ""2075:B"", ""2881:B"", ""3191:B"", ""3776:B"", ""4315:A"", ""5624:B"", ""6547:A"", ""7017:A"", ""7881:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The salmon is a crustacean.,animal_class,0,salmon,animal_class::The salmon is a crustacean.,"[252, 619, 1129, 1390, 1560, 1689, 2510, 2848, 2960, 3503, 3657, 4052, 4206, 4215, 5086, 5535, 5856, 5997, 6683, 6865, 6893, 7081, 7303, 7340]","[""252:A"", ""619:A"", ""1129:B"", ""1390:B"", ""1560:B"", ""1689:B"", ""2510:B"", ""2848:B"", ""2960:A"", ""3503:B"", ""3657:B"", ""4052:A"", ""4206:A"", ""4215:B"", ""5086:A"", ""5535:B"", ""5856:B"", ""5997:B"", ""6683:B"", ""6865:B"", ""6893:B"", ""7081:B"", ""7303:A"", ""7340:A""]",24,24,generated_wrong_object_text_absent_from_source_atomic_metadata
The seagull is a reptile.,animal_class,0,seagull,animal_class::The seagull is a reptile.,"[336, 1060, 1449, 1465, 1572, 2051, 2320, 2326, 2466, 2553, 2694, 2792, 2916, 2997, 3338, 3492, 3659, 3697, 5092, 5336, 5436, 5438, 5906, 6225, 6614, 6784, 6809, 6853, 7032, 7361, 7488, 7498, 7501, 7551, 7688, 7824, 7829, 7909, 7944, 7969]","[""336:A"", ""1060:A"", ""1449:A"", ""1465:A"", ""1572:A"", ""2051:A"", ""2320:B"", ""2326:A"", ""2466:B"", ""2553:B"", ""2694:A"", ""2792:A"", ""2916:A"", ""2997:A"", ""3338:B"", ""3492:A"", ""3659:A"", ""3697:B"", ""5092:B"", ""5336:B"", ""5436:A"", ""5438:A"", ""5906:A"", ""6225:B"", ""6614:B"", ""6784:B"", ""6809:B"", ""6853:B"", ""7032:A"", ""7361:B"", ""7488:B"", ""7498:A"", ""7501:A"", ""7551:A"", ""7688:B"", ""7824:A"", ""7829:A"", ""7909:A"", ""7944:B"", ""7969:A""]",40,40,generated_wrong_object_text_absent_from_source_atomic_metadata
The shark is a cnidarian.,animal_class,0,shark,animal_class::The shark is a cnidarian.,"[291, 299, 1143, 1238, 1300, 1891, 2076, 2436, 2703, 3427, 3476, 4463, 4701, 4935, 7215, 7538]","[""291:B"", ""299:A"", ""1143:B"", ""1238:B"", ""1300:A"", ""1891:B"", ""2076:A"", ""2436:A"", ""2703:A"", ""3427:A"", ""3476:B"", ""4463:A"", ""4701:B"", ""4935:A"", ""7215:B"", ""7538:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The skunk is a insect.,animal_class,0,skunk,animal_class::The skunk is a insect.,"[436, 702, 898, 927, 1650, 1690, 1750, 1900, 1911, 2794, 3102, 3589, 3690, 3752, 3778, 3861, 4426, 4691, 4729, 4750, 4851, 5303, 7493, 7586]","[""436:B"", ""702:B"", ""898:B"", ""927:B"", ""1650:A"", ""1690:B"", ""1750:A"", ""1900:A"", ""1911:B"", ""2794:A"", ""3102:B"", ""3589:B"", ""3690:A"", ""3752:B"", ""3778:B"", ""3861:A"", ""4426:B"", ""4691:B"", ""4729:A"", ""4750:B"", ""4851:B"", ""5303:A"", ""7493:B"", ""7586:B""]",24,24,generated_wrong_object_text_absent_from_source_atomic_metadata
The sparrow is a crustacean.,animal_class,0,sparrow,animal_class::The sparrow is a crustacean.,"[232, 439, 589, 1271, 1332, 1415, 1909, 1959, 3349, 3459, 3498, 3566, 3580, 4630, 4753, 4996, 5029, 5214, 5521, 6340, 6850, 7112, 7135, 7975]","[""232:B"", ""439:B"", ""589:A"", ""1271:A"", ""1332:B"", ""1415:B"", ""1909:A"", ""1959:B"", ""3349:B"", ""3459:B"", ""3498:B"", ""3566:A"", ""3580:A"", ""4630:A"", ""4753:B"", ""4996:A"", ""5029:B"", ""5214:B"", ""5521:B"", ""6340:B"", ""6850:B"", ""7112:B"", ""7135:B"", ""7975:A""]",24,24,generated_wrong_object_text_absent_from_source_atomic_metadata
The squirrel is a insect.,animal_class,0,squirrel,animal_class::The squirrel is a insect.,"[1566, 2161, 2883, 3048, 4635, 4767, 6352, 6848]","[""1566:A"", ""2161:A"", ""2883:A"", ""3048:A"", ""4635:A"", ""4767:A"", ""6352:A"", ""6848:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The tapir is a insect.,animal_class,0,tapir,animal_class::The tapir is a insect.,"[378, 872, 1141, 3306, 4825, 6777, 7448, 7961]","[""378:B"", ""872:B"", ""1141:B"", ""3306:B"", ""4825:B"", ""6777:B"", ""7448:B"", ""7961:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The tarantula is a bird.,animal_class,0,tarantula,animal_class::The tarantula is a bird.,"[1158, 1332, 2263, 2342, 2419, 3498, 6850, 7112]","[""1158:A"", ""1332:A"", ""2263:A"", ""2342:A"", ""2419:A"", ""3498:A"", ""6850:A"", ""7112:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The tortoise is a fish.,animal_class,0,tortoise,animal_class::The tortoise is a fish.,"[165, 1511, 1556, 2338, 3691, 5154, 5471, 5613]","[""165:A"", ""1511:A"", ""1556:A"", ""2338:A"", ""3691:A"", ""5154:A"", ""5471:A"", ""5613:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The tuna is a insect.,animal_class,0,tuna,animal_class::The tuna is a insect.,"[483, 698, 752, 1584, 1777, 1990, 2038, 2451, 2556, 2793, 2860, 3376, 3508, 3818, 4494, 5347, 5993, 6030, 6052, 6129, 6293, 7256, 7474, 7843]","[""483:B"", ""698:A"", ""752:B"", ""1584:B"", ""1777:A"", ""1990:B"", ""2038:B"", ""2451:B"", ""2556:B"", ""2793:A"", ""2860:B"", ""3376:B"", ""3508:A"", ""3818:B"", ""4494:B"", ""5347:A"", ""5993:A"", ""6030:B"", ""6052:B"", ""6129:B"", ""6293:A"", ""7256:B"", ""7474:B"", ""7843:A""]",24,24,generated_wrong_object_text_absent_from_source_atomic_metadata
The vulture is a mollusk.,animal_class,0,vulture,animal_class::The vulture is a mollusk.,"[334, 674, 803, 1284, 1423, 1823, 2350, 2996, 3347, 4364, 4770, 4909, 6220, 6675, 7202, 7408]","[""334:B"", ""674:B"", ""803:B"", ""1284:A"", ""1423:B"", ""1823:A"", ""2350:A"", ""2996:A"", ""3347:B"", ""4364:B"", ""4770:A"", ""4909:B"", ""6220:A"", ""6675:A"", ""7202:A"", ""7408:B""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The walrus is a cnidarian.,animal_class,0,walrus,animal_class::The walrus is a cnidarian.,"[84, 539, 627, 969, 1176, 1588, 1831, 2207, 2243, 2552, 2619, 2712, 2798, 3121, 3210, 3327, 3432, 4083, 4341, 4508, 4713, 5047, 5428, 5603, 5706, 5916, 6234, 6459, 6669, 7510, 7684, 7870]","[""84:A"", ""539:A"", ""627:A"", ""969:B"", ""1176:A"", ""1588:A"", ""1831:A"", ""2207:A"", ""2243:A"", ""2552:A"", ""2619:B"", ""2712:A"", ""2798:A"", ""3121:A"", ""3210:B"", ""3327:A"", ""3432:A"", ""4083:B"", ""4341:B"", ""4508:B"", ""4713:A"", ""5047:A"", ""5428:A"", ""5603:A"", ""5706:B"", ""5916:A"", ""6234:A"", ""6459:B"", ""6669:A"", ""7510:A"", ""7684:A"", ""7870:A""]",32,32,generated_wrong_object_text_absent_from_source_atomic_metadata
The whale is a amphibian.,animal_class,0,whale,animal_class::The whale is a amphibian.,"[302, 592, 904, 1595, 1644, 1821, 2112, 2249, 2420, 2873, 3278, 3493, 3601, 4102, 4360, 4378, 4620, 4709, 4746, 4790, 5237, 5608, 5793, 5927, 5931, 6037, 6805, 6927, 6962, 7113, 7232, 7649]","[""302:B"", ""592:A"", ""904:A"", ""1595:B"", ""1644:A"", ""1821:A"", ""2112:A"", ""2249:A"", ""2420:A"", ""2873:A"", ""3278:A"", ""3493:A"", ""3601:A"", ""4102:A"", ""4360:B"", ""4378:A"", ""4620:A"", ""4709:B"", ""4746:B"", ""4790:A"", ""5237:A"", ""5608:B"", ""5793:A"", ""5927:A"", ""5931:B"", ""6037:A"", ""6805:A"", ""6927:A"", ""6962:A"", ""7113:A"", ""7232:B"", ""7649:A""]",32,32,generated_wrong_object_text_absent_from_source_atomic_metadata
The zebra is a arachnid.,animal_class,0,zebra,animal_class::The zebra is a arachnid.,"[2536, 2970, 3121, 3432, 4713, 6234, 6798, 7481]","[""2536:B"", ""2970:B"", ""3121:B"", ""3432:B"", ""4713:B"", ""6234:B"", ""6798:B"", ""7481:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Abu Ghurayb is in Italy.,cities,0,Abu Ghurayb,cities::The city of Abu Ghurayb is in Italy.,"[761, 2067, 2217, 4051, 4276, 7038, 7100, 7706]","[""761:B"", ""2067:B"", ""2217:B"", ""4051:B"", ""4276:B"", ""7038:B"", ""7100:B"", ""7706:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Acapulco de Juarez is in Togo.,cities,0,Acapulco de Juarez,cities::The city of Acapulco de Juarez is in Togo.,"[2307, 3076, 3097, 3480, 3837, 3940, 4434, 5475]","[""2307:A"", ""3076:A"", ""3097:A"", ""3480:A"", ""3837:A"", ""3940:A"", ""4434:A"", ""5475:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Agadir is in Somalia.,cities,0,Agadir,cities::The city of Agadir is in Somalia.,"[304, 452, 515, 2423, 2501, 2807, 2891, 2981, 3116, 4566, 4822, 5251, 5532, 5696, 7304, 7519]","[""304:B"", ""452:A"", ""515:B"", ""2423:B"", ""2501:A"", ""2807:B"", ""2891:B"", ""2981:B"", ""3116:A"", ""4566:A"", ""4822:A"", ""5251:A"", ""5532:B"", ""5696:A"", ""7304:B"", ""7519:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Aguascalientes is in Ghana.,cities,0,Aguascalientes,cities::The city of Aguascalientes is in Ghana.,"[2943, 3426, 4541, 4814, 5254, 6190, 6770, 7549]","[""2943:B"", ""3426:B"", ""4541:B"", ""4814:B"", ""5254:B"", ""6190:B"", ""6770:B"", ""7549:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Ahmedabad is in Mali.,cities,0,Ahmedabad,cities::The city of Ahmedabad is in Mali.,"[314, 570, 865, 1137, 3248, 4296, 6984, 7941]","[""314:B"", ""570:B"", ""865:B"", ""1137:B"", ""3248:B"", ""4296:B"", ""6984:B"", ""7941:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Al Mawsil al Jadidah is in Morocco.,cities,0,Al Mawsil al Jadidah,cities::The city of Al Mawsil al Jadidah is in Morocco.,"[540, 4662, 4843, 5035, 6656, 6730, 7252, 7400]","[""540:A"", ""4662:A"", ""4843:A"", ""5035:A"", ""6656:A"", ""6730:A"", ""7252:A"", ""7400:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Algiers is in Lithuania.,cities,0,Algiers,cities::The city of Algiers is in Lithuania.,"[283, 471, 926, 1032, 1292, 2048, 2337, 2391, 3142, 3393, 3992, 4281, 4777, 4869, 5301, 5440, 5678, 5713, 5725, 5829, 5871, 6097, 6274, 6520]","[""283:B"", ""471:B"", ""926:A"", ""1032:A"", ""1292:A"", ""2048:A"", ""2337:A"", ""2391:A"", ""3142:A"", ""3393:A"", ""3992:B"", ""4281:A"", ""4777:B"", ""4869:A"", ""5301:A"", ""5440:B"", ""5678:A"", ""5713:A"", ""5725:B"", ""5829:A"", ""5871:A"", ""6097:B"", ""6274:A"", ""6520:B""]",24,24,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Arak is in Niger.,cities,0,Arak,cities::The city of Arak is in Niger.,"[2384, 2761, 3630, 4412, 4923, 5007, 5690, 7556]","[""2384:B"", ""2761:B"", ""3630:B"", ""4412:B"", ""4923:B"", ""5007:B"", ""5690:B"", ""7556:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Ashgabat is in Oman.,cities,0,Ashgabat,cities::The city of Ashgabat is in Oman.,"[1669, 1866, 2008, 3673, 4225, 5524, 6699, 7609]","[""1669:A"", ""1866:A"", ""2008:A"", ""3673:A"", ""4225:A"", ""5524:A"", ""6699:A"", ""7609:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Asmara is in Nepal.,cities,0,Asmara,cities::The city of Asmara is in Nepal.,"[478, 604, 629, 1081, 1279, 1591, 1802, 1956, 2950, 3093, 4131, 5124, 5731, 6511, 7562, 7654]","[""478:A"", ""604:B"", ""629:B"", ""1081:A"", ""1279:A"", ""1591:A"", ""1802:B"", ""1956:A"", ""2950:B"", ""3093:B"", ""4131:B"", ""5124:A"", ""5731:A"", ""6511:B"", ""7562:B"", ""7654:A""]",16,16,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Bandar Lampung is in Lithuania.,cities,0,Bandar Lampung,cities::The city of Bandar Lampung is in Lithuania.,"[466, 701, 3180, 3242, 5151, 5339, 6284, 7230]","[""466:A"", ""701:A"", ""3180:A"", ""3242:A"", ""5151:A"", ""5339:A"", ""6284:A"", ""7230:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Baoji is in Germany.,cities,0,Baoji,cities::The city of Baoji is in Germany.,"[733, 1632, 1892, 2188, 5206, 6527, 6711, 7010]","[""733:B"", ""1632:B"", ""1892:B"", ""2188:B"", ""5206:B"", ""6527:B"", ""6711:B"", ""7010:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Beijing is in the Republic of the Congo.,cities,0,Beijing,cities::The city of Beijing is in the Republic of the Congo.,"[134, 405, 776, 1457, 2613, 2659, 4591, 4721]","[""134:A"", ""405:A"", ""776:A"", ""1457:A"", ""2613:A"", ""2659:A"", ""4591:A"", ""4721:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Bhayandar is in Oman.,cities,0,Bhayandar,cities::The city of Bhayandar is in Oman.,"[1410, 1855, 2994, 3023, 4631, 6432, 6810, 7253]","[""1410:A"", ""1855:A"", ""2994:A"", ""3023:A"", ""4631:A"", ""6432:A"", ""6810:A"", ""7253:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Bhopal is in Iraq.,cities,0,Bhopal,cities::The city of Bhopal is in Iraq.,"[349, 656, 1359, 3045, 3813, 6175, 7740, 7854]","[""349:A"", ""656:A"", ""1359:A"", ""3045:A"", ""3813:A"", ""6175:A"", ""7740:A"", ""7854:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Brazzaville is in the Dominican Republic.,cities,0,Brazzaville,cities::The city of Brazzaville is in the Dominican Republic.,"[3182, 3490, 3762, 3899, 4232, 4536, 6623, 6881]","[""3182:A"", ""3490:A"", ""3762:A"", ""3899:A"", ""4232:A"", ""4536:A"", ""6623:A"", ""6881:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Bucharest is in Turkmenistan.,cities,0,Bucharest,cities::The city of Bucharest is in Turkmenistan.,"[70, 607, 2324, 4401, 4615, 5980, 6471, 7765]","[""70:B"", ""607:B"", ""2324:B"", ""4401:B"", ""4615:B"", ""5980:B"", ""6471:B"", ""7765:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Budapest is in Armenia.,cities,0,Budapest,cities::The city of Budapest is in Armenia.,"[926, 2302, 3936, 4281, 4757, 5713, 6274, 7234]","[""926:B"", ""2302:B"", ""3936:B"", ""4281:B"", ""4757:B"", ""5713:B"", ""6274:B"", ""7234:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Bursa is in Senegal.,cities,0,Bursa,cities::The city of Bursa is in Senegal.,"[41, 103, 2088, 4791, 5659, 5670, 5697, 7214]","[""41:B"", ""103:B"", ""2088:B"", ""4791:B"", ""5659:B"", ""5670:B"", ""5697:B"", ""7214:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Changchun is in Senegal.,cities,0,Changchun,cities::The city of Changchun is in Senegal.,"[162, 554, 874, 1523, 2379, 3291, 3333, 6253]","[""162:A"", ""554:A"", ""874:A"", ""1523:A"", ""2379:A"", ""3291:A"", ""3333:A"", ""6253:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Changshu is in Germany.,cities,0,Changshu,cities::The city of Changshu is in Germany.,"[636, 934, 1040, 1296, 1729, 1937, 2295, 2583, 2847, 2911, 3229, 3895, 4017, 4181, 5065, 5131, 5209, 5497, 5505, 6065, 7114, 7180, 7728, 7767]","[""636:A"", ""934:B"", ""1040:A"", ""1296:A"", ""1729:B"", ""1937:A"", ""2295:A"", ""2583:B"", ""2847:B"", ""2911:A"", ""3229:A"", ""3895:B"", ""4017:A"", ""4181:A"", ""5065:B"", ""5131:A"", ""5209:A"", ""5497:A"", ""5505:B"", ""6065:A"", ""7114:A"", ""7180:B"", ""7728:A"", ""7767:A""]",24,24,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Chisinau is in Poland.,cities,0,Chisinau,cities::The city of Chisinau is in Poland.,"[200, 4903, 5187, 5930, 6227, 6643, 6677, 7122]","[""200:A"", ""4903:A"", ""5187:A"", ""5930:A"", ""6227:A"", ""6643:A"", ""6677:A"", ""7122:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Ciudad Nezahualcoyotl is in Mongolia.,cities,0,Ciudad Nezahualcoyotl,cities::The city of Ciudad Nezahualcoyotl is in Mongolia.,"[1267, 2233, 2480, 3842, 4532, 5427, 7272, 7701]","[""1267:A"", ""2233:A"", ""2480:A"", ""3842:A"", ""4532:A"", ""5427:A"", ""7272:A"", ""7701:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Cochin is in Japan.,cities,0,Cochin,cities::The city of Cochin is in Japan.,"[283, 1833, 2885, 3141, 4777, 5719, 5725, 6520]","[""283:A"", ""1833:A"", ""2885:A"", ""3141:A"", ""4777:A"", ""5719:A"", ""5725:A"", ""6520:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Comilla is in Ethiopia.,cities,0,Comilla,cities::The city of Comilla is in Ethiopia.,"[452, 568, 2065, 3025, 3116, 4702, 4822, 7519]","[""452:B"", ""568:B"", ""2065:B"", ""3025:B"", ""3116:B"", ""4702:B"", ""4822:B"", ""7519:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Culiacan is in Nigeria.,cities,0,Culiacan,cities::The city of Culiacan is in Nigeria.,"[753, 1296, 1907, 1937, 4017, 4157, 4181, 6739]","[""753:B"", ""1296:B"", ""1907:B"", ""1937:B"", ""4017:B"", ""4157:B"", ""4181:B"", ""6739:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Curitiba is in Croatia.,cities,0,Curitiba,cities::The city of Curitiba is in Croatia.,"[1609, 2289, 2400, 2826, 3152, 7236, 7266, 7587]","[""1609:B"", ""2289:B"", ""2400:B"", ""2826:B"", ""3152:B"", ""7236:B"", ""7266:B"", ""7587:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Da Nang is in Syria.,cities,0,Da Nang,cities::The city of Da Nang is in Syria.,"[105, 723, 2408, 2587, 4752, 5094, 5874, 7991]","[""105:A"", ""723:A"", ""2408:A"", ""2587:A"", ""4752:A"", ""5094:A"", ""5874:A"", ""7991:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Dammam is in Cameroon.,cities,0,Dammam,cities::The city of Dammam is in Cameroon.,"[594, 1669, 1866, 2008, 2679, 4267, 5519, 7609]","[""594:B"", ""1669:B"", ""1866:B"", ""2008:B"", ""2679:B"", ""4267:B"", ""5519:B"", ""7609:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Denpasar is in Nepal.,cities,0,Denpasar,cities::The city of Denpasar is in Nepal.,"[346, 1219, 1335, 3574, 6894, 6979, 7014, 7440]","[""346:A"", ""1219:A"", ""1335:A"", ""3574:A"", ""6894:A"", ""6979:A"", ""7014:A"", ""7440:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Diyarbakir is in Kazakhstan.,cities,0,Diyarbakir,cities::The city of Diyarbakir is in Kazakhstan.,"[999, 1735, 2975, 3321, 4404, 4448, 7327, 7799]","[""999:B"", ""1735:B"", ""2975:B"", ""3321:B"", ""4404:B"", ""4448:B"", ""7327:B"", ""7799:B""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
The city of Dortmund is in Saudi Arabia.,cities,0,Dortmund,cities::The city of Dortmund is in Saudi Arabia.,"[236, 3108, 4514, 5628, 5765, 6631, 7487, 7640]","[""236:A"", ""3108:A"", ""4514:A"", ""5628:A"", ""5765:A"", ""6631:A"", ""7487:A"", ""7640:A""]",8,8,generated_wrong_object_text_absent_from_source_atomic_metadata
