r1_row_index,topic,entity_pair_id,statement,conjunctA,conjunctB,labelA,labelB,cell,connective,ordering,global_truth,frozen_atomic_score,compound_trained_score
568,cities,"cities::[""Agadir"",""Comilla""]",The city of Agadir is in Morocco or the city of Comilla is in Ethiopia.,The city of Agadir is in Morocco.,The city of Comilla is in Ethiopia.,1,0,TF,OR,AB,1,5.058196722357961,6.984050768507988
578,animal_class,"animal_class::[""gorilla"",""llama""]",The gorilla is a mammal and the llama is a mammal.,The llama is a mammal.,The gorilla is a mammal.,1,1,TT,AND,BA,1,7.063791314753314,3.097831917519404
584,element_symb,"element_symb::[""Boron"",""Phosphorus""]",Boron has the symbol B or Phosphorus has the symbol Se.,Boron has the symbol B.,Phosphorus has the symbol Se.,1,0,TF,OR,AB,1,-4.283054427077877,5.463964884872043
586,cities,"cities::[""Jakarta"",""Shah Alam""]",The city of Jakarta is in Mongolia and the city of Shah Alam is in Peru.,The city of Shah Alam is in Peru.,The city of Jakarta is in Mongolia.,0,0,FF,AND,BA,0,-6.607601665277282,-30.126641726907735
587,element_symb,"element_symb::[""Molybdenum"",""Radon""]",Molybdenum has the symbol Mo and Radon has the symbol Np.,Radon has the symbol Np.,Molybdenum has the symbol Mo.,0,1,FT,AND,BA,0,-9.56046194357393,-14.767636402160653
588,sp_en_trans,"sp_en_trans::[""guardar"",""vecino""]",The Spanish word 'vecino' means 'wind' and the Spanish word 'guardar' means 'to pass'.,The Spanish word 'vecino' means 'wind'.,The Spanish word 'guardar' means 'to pass'.,0,0,FF,AND,AB,0,-2.7089170334961845,-22.218790938247555
589,animal_class,"animal_class::[""gazelle"",""sparrow""]",The gazelle is a reptile or the sparrow is a crustacean.,The sparrow is a crustacean.,The gazelle is a reptile.,0,0,FF,OR,BA,0,1.5069707831364003,-5.660752103690086
593,inventors,"inventors::[""Chester Carlson"",""Ignazio Porro""]",Chester Carlson lived in the U.S or Ignazio Porro lived in Italy.,Ignazio Porro lived in Italy.,Chester Carlson lived in the U.S.,1,1,TT,OR,BA,1,2.499432836768124,18.004585536716412
601,animal_class,"animal_class::[""aardvark"",""hyena""]",The aardvark is a insect or the hyena is a mammal.,The aardvark is a insect.,The hyena is a mammal.,0,1,FT,OR,AB,1,2.819118986352974,10.019912139605447
602,sp_en_trans,"sp_en_trans::[""pagar"",""persona""]",The Spanish word 'persona' means 'person' and the Spanish word 'pagar' means 'to pay'.,The Spanish word 'persona' means 'person'.,The Spanish word 'pagar' means 'to pay'.,1,1,TT,AND,AB,1,8.833807483241896,8.70317701329708
603,animal_class,"animal_class::[""llama"",""mongoose""]",The mongoose is a mammal or the llama is a mammal.,The mongoose is a mammal.,The llama is a mammal.,1,1,TT,OR,AB,1,3.913970684607689,15.64883028068858
609,cities,"cities::[""Tlaquepaque"",""Vladivostok""]",The city of Vladivostok is in Russia and the city of Tlaquepaque is in Mexico.,The city of Vladivostok is in Russia.,The city of Tlaquepaque is in Mexico.,1,1,TT,AND,AB,1,11.95957026309898,1.688441767502005
611,inventors,"inventors::[""Albert Ghiorso"",""Alexander Graham Bell""]",Albert Ghiorso lived in the U.S and Alexander Graham Bell lived in Turkey/the U.S.,Alexander Graham Bell lived in Turkey/the U.S.,Albert Ghiorso lived in the U.S.,0,1,FT,AND,BA,0,2.6439255853341384,-6.3399654949661155
612,animal_class,"animal_class::[""bee"",""frog""]",The bee is a insect or the frog is a bird.,The bee is a insect.,The frog is a bird.,1,0,TF,OR,AB,1,4.2359892341311,2.7693060692382354
625,animal_class,"animal_class::[""deer"",""kangaroo""]",The deer is a reptile and the kangaroo is a reptile.,The kangaroo is a reptile.,The deer is a reptile.,0,0,FF,AND,BA,0,-3.718705294822487,-16.718288434290105
636,cities,"cities::[""Changshu"",""Nagoya""]",The city of Nagoya is in the Dominican Republic and the city of Changshu is in Germany.,The city of Changshu is in Germany.,The city of Nagoya is in the Dominican Republic.,0,0,FF,AND,BA,0,-4.487816062654476,-30.226410871138544
640,animal_class,"animal_class::[""bee"",""frog""]",The frog is a bird and the bee is a insect.,The bee is a insect.,The frog is a bird.,1,0,TF,AND,BA,0,4.177920818131717,-8.11755615066512
641,sp_en_trans,"sp_en_trans::[""cabeza"",""lento""]",The Spanish word 'lento' means 'slow' and the Spanish word 'cabeza' means 'head'.,The Spanish word 'lento' means 'slow'.,The Spanish word 'cabeza' means 'head'.,1,1,TT,AND,AB,1,9.407160901624831,8.875081538502217
643,element_symb,"element_symb::[""Lanthanum"",""Technetium""]",Lanthanum has the symbol Pr or Technetium has the symbol Pb.,Lanthanum has the symbol Pr.,Technetium has the symbol Pb.,0,0,FF,OR,AB,0,-8.955297842070767,-3.8420525087273565
644,element_symb,"element_symb::[""Gold"",""Ruthenium""]",Ruthenium has the symbol Ru or Gold has the symbol Sm.,Ruthenium has the symbol Ru.,Gold has the symbol Sm.,1,0,TF,OR,AB,1,-8.253468901209418,7.572037848745225
647,element_symb,"element_symb::[""Boron"",""Phosphorus""]",Boron has the symbol B and Phosphorus has the symbol P.,Boron has the symbol B.,Phosphorus has the symbol P.,1,1,TT,AND,AB,1,9.90536195784737,9.137837134742313
656,cities,"cities::[""Bhopal"",""Kisangani""]",The city of Bhopal is in Iraq or the city of Kisangani is in the Democratic Republic of the Congo.,The city of Bhopal is in Iraq.,The city of Kisangani is in the Democratic Republic of the Congo.,0,1,FT,OR,AB,1,3.7638119414965887,9.673702598195254
658,cities,"cities::[""Kunming"",""N'Djamena""]",The city of N'Djamena is in Chad or the city of Kunming is in China.,The city of N'Djamena is in Chad.,The city of Kunming is in China.,1,1,TT,OR,AB,1,5.884772238604457,19.729708692640642
660,cities,"cities::[""Kunming"",""N'Djamena""]",The city of N'Djamena is in Chad and the city of Kunming is in Italy.,The city of N'Djamena is in Chad.,The city of Kunming is in Italy.,1,0,TF,AND,AB,0,4.7831801427488605,-8.734631080393743
669,animal_class,"animal_class::[""bee"",""frog""]",The frog is a amphibian or the bee is a insect.,The bee is a insect.,The frog is a amphibian.,1,1,TT,OR,BA,1,4.804637391095014,15.662258285940583
671,inventors,"inventors::[""Daniel Fahrenheit"",""Jean-Bernard-Léon Foucault""]",Daniel Fahrenheit lived in Canada/the U.S or Jean-Bernard-Léon Foucault lived in France.,Daniel Fahrenheit lived in Canada/the U.S.,Jean-Bernard-Léon Foucault lived in France.,0,1,FT,OR,AB,1,3.717532541513394,12.473921685240205
672,sp_en_trans,"sp_en_trans::[""pagar"",""persona""]",The Spanish word 'persona' means 'now' and the Spanish word 'pagar' means 'enough'.,The Spanish word 'persona' means 'now'.,The Spanish word 'pagar' means 'enough'.,0,0,FF,AND,AB,0,-7.908505672481315,-25.603078184665375
673,inventors,"inventors::[""Ernest Swinton"",""Ernesto Blanco""]",Ernesto Blanco lived in India and Ernest Swinton lived in the U.K.,Ernesto Blanco lived in India.,Ernest Swinton lived in the U.K.,0,1,FT,AND,AB,0,6.506394570312533,-4.978873424948131
674,animal_class,"animal_class::[""cat"",""vulture""]",The vulture is a mollusk or the cat is a mammal.,The cat is a mammal.,The vulture is a mollusk.,1,0,TF,OR,BA,1,2.4901317752660233,4.17956289659675
678,animal_class,"animal_class::[""goat"",""llama""]",The goat is a mammal or the llama is a mammal.,The llama is a mammal.,The goat is a mammal.,1,1,TT,OR,BA,1,4.744708715516397,13.388857759358933
679,animal_class,"animal_class::[""hedgehog"",""mongoose""]",The mongoose is a reptile and the hedgehog is a mammal.,The mongoose is a reptile.,The hedgehog is a mammal.,0,1,FT,AND,AB,0,4.286430575159537,-2.3042419157530776
683,sp_en_trans,"sp_en_trans::[""pagar"",""persona""]",The Spanish word 'pagar' means 'enough' and the Spanish word 'persona' means 'now'.,The Spanish word 'persona' means 'now'.,The Spanish word 'pagar' means 'enough'.,0,0,FF,AND,BA,0,-13.081003505460925,-26.19229493086787
688,inventors,"inventors::[""Daisuke Inoue"",""Hans von Ohain""]",Daisuke Inoue lived in Japan or Hans von Ohain lived in Germany.,Daisuke Inoue lived in Japan.,Hans von Ohain lived in Germany.,1,1,TT,OR,AB,1,5.803729795674762,15.116184845295168
695,element_symb,"element_symb::[""Cobalt"",""Hydrogen""]",Hydrogen has the symbol H and Cobalt has the symbol Co.,Cobalt has the symbol Co.,Hydrogen has the symbol H.,1,1,TT,AND,BA,1,9.405110125781935,8.870610725488374
703,inventors,"inventors::[""Joseph Glidden"",""Narinder Singh Kapany""]",Joseph Glidden lived in the U.S and Narinder Singh Kapany lived in India.,Narinder Singh Kapany lived in India.,Joseph Glidden lived in the U.S.,1,1,TT,AND,BA,1,9.862767922703435,4.463935626895134
717,sp_en_trans,"sp_en_trans::[""caliente"",""vecino""]",The Spanish word 'caliente' means 'hot' and the Spanish word 'vecino' means 'wind'.,The Spanish word 'vecino' means 'wind'.,The Spanish word 'caliente' means 'hot'.,0,1,FT,AND,BA,0,-7.650597448194915,-12.207703743373592
720,inventors,"inventors::[""Bartolomeo Cristofori"",""Joseph Glidden""]",Joseph Glidden lived in China and Bartolomeo Cristofori lived in the U.K.,Bartolomeo Cristofori lived in the U.K.,Joseph Glidden lived in China.,0,0,FF,AND,BA,0,-0.41939823666306014,-17.8163362436918
721,sp_en_trans,"sp_en_trans::[""abrigo"",""pagar""]",The Spanish word 'abrigo' means 'to eat' or the Spanish word 'pagar' means 'enough'.,The Spanish word 'abrigo' means 'to eat'.,The Spanish word 'pagar' means 'enough'.,0,0,FF,OR,AB,0,-10.01063768832297,-8.01361982573369
722,element_symb,"element_symb::[""Copper"",""Nitrogen""]",Nitrogen has the symbol Np and Copper has the symbol La.,Nitrogen has the symbol Np.,Copper has the symbol La.,0,0,FF,AND,AB,0,-12.736735658785458,-26.527949358500333
729,inventors,"inventors::[""Charles Townes"",""Galileo Galilei""]",Galileo Galilei lived in Austria and Charles Townes lived in Croatia.,Galileo Galilei lived in Austria.,Charles Townes lived in Croatia.,0,0,FF,AND,AB,0,-0.3979774220270867,-15.77233831936618
730,inventors,"inventors::[""Chester Carlson"",""Ignazio Porro""]",Ignazio Porro lived in Austria/the U.S and Chester Carlson lived in the U.S.,Ignazio Porro lived in Austria/the U.S.,Chester Carlson lived in the U.S.,0,1,FT,AND,AB,0,12.302277551785993,-8.219310958543701
735,cities,"cities::[""Laibin"",""Seoul""]",The city of Seoul is in Zimbabwe or the city of Laibin is in China.,The city of Seoul is in Zimbabwe.,The city of Laibin is in China.,0,1,FT,OR,AB,1,3.072511415308212,2.294783817159881
744,inventors,"inventors::[""Charles Townes"",""Galileo Galilei""]",Galileo Galilei lived in Italy or Charles Townes lived in the U.S.,Galileo Galilei lived in Italy.,Charles Townes lived in the U.S.,1,1,TT,OR,AB,1,5.517773425465604,23.426591796161045
746,element_symb,"element_symb::[""Manganese"",""Neon""]",Manganese has the symbol Mn or Neon has the symbol Ne.,Manganese has the symbol Mn.,Neon has the symbol Ne.,1,1,TT,OR,AB,1,5.612950100319357,22.532422652002673
751,sp_en_trans,"sp_en_trans::[""hola"",""mes""]",The Spanish word 'hola' means 'hello' or the Spanish word 'mes' means 'month'.,The Spanish word 'mes' means 'month'.,The Spanish word 'hola' means 'hello'.,1,1,TT,OR,BA,1,2.0870812985262197,17.137456015115912
759,inventors,"inventors::[""Elisha Gray"",""Georges Claude""]",Georges Claude lived in France and Elisha Gray lived in the U.K.,Elisha Gray lived in the U.K.,Georges Claude lived in France.,0,1,FT,AND,BA,0,6.177442663507643,-0.5336796619244113
761,cities,"cities::[""Abu Ghurayb"",""Porto Velho""]",The city of Abu Ghurayb is in Italy and the city of Porto Velho is in Brazil.,The city of Porto Velho is in Brazil.,The city of Abu Ghurayb is in Italy.,1,0,TF,AND,BA,0,1.7706265026993024,-13.828522305910171
780,inventors,"inventors::[""Daniel Fahrenheit"",""Jean-Bernard-Léon Foucault""]",Jean-Bernard-Léon Foucault lived in France and Daniel Fahrenheit lived in Poland/Germany.,Daniel Fahrenheit lived in Poland/Germany.,Jean-Bernard-Léon Foucault lived in France.,1,1,TT,AND,BA,1,6.9285946968068695,3.0040062956368567
787,animal_class,"animal_class::[""parrot"",""tiger""]",The tiger is a amphibian or the parrot is a arachnid.,The tiger is a amphibian.,The parrot is a arachnid.,0,0,FF,OR,AB,0,0.11162538014390662,-8.423303235946648
792,sp_en_trans,"sp_en_trans::[""clase"",""conectar""]",The Spanish word 'clase' means 'twenty' or the Spanish word 'conectar' means 'to sell'.,The Spanish word 'conectar' means 'to sell'.,The Spanish word 'clase' means 'twenty'.,0,0,FF,OR,BA,0,-11.77815752726657,-5.445983907352767
799,inventors,"inventors::[""George Devol"",""Guglielmo Marconi""]",George Devol lived in the U.S and Guglielmo Marconi lived in Italy.,George Devol lived in the U.S.,Guglielmo Marconi lived in Italy.,1,1,TT,AND,AB,1,6.437509822272567,1.1908812028081865
803,animal_class,"animal_class::[""cat"",""vulture""]",The vulture is a mollusk and the cat is a mammal.,The cat is a mammal.,The vulture is a mollusk.,1,0,TF,AND,BA,0,3.826549122576336,-10.629616472066049
808,inventors,"inventors::[""Albert Ghiorso"",""Alexander Graham Bell""]",Alexander Graham Bell lived in Scotland/Canada/the U.S or Albert Ghiorso lived in Austria.,Alexander Graham Bell lived in Scotland/Canada/the U.S.,Albert Ghiorso lived in Austria.,1,0,TF,OR,AB,1,0.6525346590516242,2.5307421971436836
818,animal_class,"animal_class::[""hedgehog"",""mongoose""]",The hedgehog is a fish and the mongoose is a reptile.,The mongoose is a reptile.,The hedgehog is a fish.,0,0,FF,AND,BA,0,-1.1206448409361773,-15.606730706660274
830,element_symb,"element_symb::[""Molybdenum"",""Radon""]",Molybdenum has the symbol V and Radon has the symbol Np.,Radon has the symbol Np.,Molybdenum has the symbol V.,0,0,FF,AND,BA,0,-10.218129410898326,-30.54177235340395
834,animal_class,"animal_class::[""aardvark"",""hyena""]",The hyena is a mammal or the aardvark is a mammal.,The aardvark is a mammal.,The hyena is a mammal.,1,1,TT,OR,BA,1,3.612057487169215,11.870060048824518
840,element_symb,"element_symb::[""Boron"",""Phosphorus""]",Phosphorus has the symbol P and Boron has the symbol B.,Boron has the symbol B.,Phosphorus has the symbol P.,1,1,TT,AND,BA,1,9.567004130594613,8.670872930360972
850,animal_class,"animal_class::[""parrot"",""tiger""]",The tiger is a mammal and the parrot is a bird.,The tiger is a mammal.,The parrot is a bird.,1,1,TT,AND,AB,1,12.762027367594387,10.353435877281763
853,inventors,"inventors::[""Fridtjof Nansen"",""Mary Walton""]",Fridtjof Nansen lived in Scotland/Canada/the U.S and Mary Walton lived in the Soviet Union.,Mary Walton lived in the Soviet Union.,Fridtjof Nansen lived in Scotland/Canada/the U.S.,0,0,FF,AND,BA,0,-0.47344056374327137,-18.0883109280364
862,element_symb,"element_symb::[""Copper"",""Dysprosium""]",Copper has the symbol Cu and Dysprosium has the symbol Dy.,Dysprosium has the symbol Dy.,Copper has the symbol Cu.,1,1,TT,AND,BA,1,9.618968163156369,10.499513664562704
869,element_symb,"element_symb::[""Actinium"",""Platinum""]",Platinum has the symbol Pt and Actinium has the symbol H.,Platinum has the symbol Pt.,Actinium has the symbol H.,1,0,TF,AND,AB,0,-7.670951632720808,-9.992261279286994
870,element_symb,"element_symb::[""Chromium"",""Radon""]",Chromium has the symbol Cr and Radon has the symbol Rn.,Chromium has the symbol Cr.,Radon has the symbol Rn.,1,1,TT,AND,AB,1,8.047737419732202,9.222761284216542
885,inventors,"inventors::[""Emile Berliner"",""Thomas Tompion""]",Thomas Tompion lived in Russia and Emile Berliner lived in Japan.,Emile Berliner lived in Japan.,Thomas Tompion lived in Russia.,0,0,FF,AND,BA,0,-1.2630952415631074,-20.386394642111227
890,inventors,"inventors::[""Emile Berliner"",""Thomas Tompion""]",Emile Berliner lived in Germany/the U.S or Thomas Tompion lived in the U.K.,Emile Berliner lived in Germany/the U.S.,Thomas Tompion lived in the U.K.,1,1,TT,OR,AB,1,1.48341697396137,14.714405623575763
894,sp_en_trans,"sp_en_trans::[""oferta"",""siete""]",The Spanish word 'siete' means 'ice' or the Spanish word 'oferta' means 'offer'.,The Spanish word 'siete' means 'ice'.,The Spanish word 'oferta' means 'offer'.,0,1,FT,OR,AB,1,-7.5015172907854115,10.238505576395701
896,inventors,"inventors::[""Christian Huygens"",""Hippolyte Mège-Mouriès""]",Christian Huygens lived in Poland/Germany or Hippolyte Mège-Mouriès lived in France.,Hippolyte Mège-Mouriès lived in France.,Christian Huygens lived in Poland/Germany.,1,0,TF,OR,BA,1,2.0225741115942166,3.3347373299262655
899,sp_en_trans,"sp_en_trans::[""oferta"",""siete""]",The Spanish word 'oferta' means 'open' and the Spanish word 'siete' means 'seven'.,The Spanish word 'siete' means 'seven'.,The Spanish word 'oferta' means 'open'.,1,0,TF,AND,BA,0,0.9973352418780035,-9.457172014879612
905,animal_class,"animal_class::[""aardvark"",""hyena""]",The hyena is a mammal and the aardvark is a mammal.,The aardvark is a mammal.,The hyena is a mammal.,1,1,TT,AND,BA,1,7.065115484462332,4.877520835881211
907,animal_class,"animal_class::[""horse"",""hummingbird""]",The horse is a fish or the hummingbird is a bird.,The horse is a fish.,The hummingbird is a bird.,0,1,FT,OR,AB,1,2.7111037310729658,2.410423004303083
908,sp_en_trans,"sp_en_trans::[""imaginar"",""tercero""]",The Spanish word 'tercero' means 'sea' and the Spanish word 'imaginar' means 'star'.,The Spanish word 'imaginar' means 'star'.,The Spanish word 'tercero' means 'sea'.,0,0,FF,AND,BA,0,-4.914910907423281,-24.68878483687764
916,inventors,"inventors::[""Emile Berliner"",""Thomas Tompion""]",Emile Berliner lived in Japan or Thomas Tompion lived in the U.K.,Emile Berliner lived in Japan.,Thomas Tompion lived in the U.K.,0,1,FT,OR,AB,1,4.118746836386434,9.769006237336967
920,animal_class,"animal_class::[""bison"",""camel""]",The camel is a mammal or the bison is a cnidarian.,The bison is a cnidarian.,The camel is a mammal.,0,1,FT,OR,BA,1,1.490800814096381,4.404136944352188
921,sp_en_trans,"sp_en_trans::[""cabeza"",""lento""]",The Spanish word 'lento' means 'cook' and the Spanish word 'cabeza' means 'head'.,The Spanish word 'lento' means 'cook'.,The Spanish word 'cabeza' means 'head'.,0,1,FT,AND,AB,0,0.5849445411753303,-11.085431750792617
